content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
ok,5,0.5,0.5,Positive,1,ok,1
good,4,0.7,0.6000000000000001,Positive,1,good,1
ok bgt,5,0.5,0.5,Positive,2,ok bgt,2
usmanaja,1,0.0,0.0,Negative,1,usmanaja,1
selamat,5,0.0,0.0,Positive,1,selamat,1
sangat membantu sekali . terima kasih.,5,0.0,0.0,Positive,7,membantu terima kasih,3
skrg mah byar eyy,5,0.0,0.0,Positive,4,skrg mah byar eyy,4
sangat membantu,4,0.0,0.0,Positive,2,membantu,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
terimakasih sangat membantu,5,0.0,0.0,Positive,3,terimakasih membantu,2
aplikasi ini bagus dan sangat membantu. terimakasih.,5,0.0,0.0,Positive,9,aplikasi bagus membantu terimakasih,4
mantul apknya,5,0.0,0.0,Positive,2,mantul apknya,2
"segini dulu,nanti tambahin kalo puas",3,0.0,0.0,Neutral,7,segini dulunanti tambahin kalo puas,5
apk nice,5,0.6,1.0,Positive,2,apk nice,2
sangat mmbntu,5,0.0,0.0,Positive,2,mmbntu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
aplikasi ini sangat bagus,5,0.0,0.0,Positive,4,aplikasi bagus,2
bagus,5,0.0,0.0,Positive,1,bagus,1
alodokter sangat membantu. trimakasih alodokter,5,0.0,0.0,Positive,6,alodokter membantu trimakasih alodokter,4
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"saya sangat merasa dirugikan ndak pernah pakai aplikasi nya tapi setiap bulan saldo kepotong 39.000 kita niat mau bantu sesama sales tapi malah di bohongi seperti ini, main nya maksa buat daftar aplikasi kita yang lagi nongkrong di kafe di datangi sales alodokter dari surabaya mainya keroyokan ndak ada sopan. bukan cuma saya tapi temen saya 7 orang dan mungkin di luar sana yg merasa di daftarkan sales alodokter juga sama. meresahkan..",1,0.16666666666666666,0.3333333333333333,Negative,76,dirugikan ndak pakai aplikasi saldo kepotong 39000 niat bantu sales bohongi main maksa daftar aplikasi nongkrong kafe datangi sales alodokter surabaya mainya keroyokan ndak sopan temen 7 orang daftarkan sales alodokter meresahkan,32
superwinn,5,0.0,0.0,Positive,1,superwinn,1
sangat bermanfaat dan membantu respon dokter cepat pokoknya luar biasa makasih,5,0.0,0.0,Positive,11,bermanfaat membantu respon dokter cepat pokoknya makasih,7
cukup membantu,4,0.0,0.0,Positive,2,membantu,1
terimakasih,5,0.0,0.0,Positive,1,terimakasih,1
"sangat membantu, dokternya ramah.. terima kasih",5,0.0,0.0,Positive,8,membantu dokternya ramah terima kasih,5
baguss bgt aplikasi nya,5,0.0,0.0,Positive,4,baguss bgt aplikasi,3
"bismillah,sangat bermanfaat",5,0.0,0.0,Positive,4,bismillahsangat bermanfaat,2
sangat baik dan di mengerti,4,0.0,0.0,Positive,5,mengerti,1
trimakasih aplikasinya sangat membantu ..,5,0.0,0.0,Positive,5,trimakasih aplikasinya membantu,3
sangat membantu terimakasih,5,0.0,0.0,Positive,3,membantu terimakasih,2
"disuruh download sama sales.. inilah itulah!! setiap bulan kepotong 50 ribu sama aplikasi beginian., make aplikasi juga ngga!! aplikasi berguna ngga!!",1,0.0,0.0,Negative,29,disuruh download sales kepotong 50 ribu aplikasi make aplikasi ngga aplikasi berguna ngga,13
sementara 4 dulu ya dok nanti kalau hasil nya bagus aku tambah,4,0.0,0.0,Positive,12,4 dok hasil bagus,4
"apk yang berguna, good untuk apk ini",5,0.7,0.6000000000000001,Positive,8,apk berguna good apk,4
sukses selalu ya,1,0.0,0.0,Negative,3,sukses,1
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
ok,5,0.5,0.5,Positive,1,ok,1
pelayanan ramah banget,5,0.0,0.0,Positive,3,pelayanan ramah banget,3
jawaban cepat dan sesuai pemikiran saya. ,5,0.0,0.0,Positive,7,cepat sesuai pemikiran,3
dokter umumnya ramah dan dapat mudah di pahami penjelasanya. semoga untuk yg umum bisa gratis terus supaya dapat mempermudah konsultasi di saat genting.,5,0.0,0.0,Positive,25,dokter ramah mudah pahami penjelasanya semoga gratis mempermudah konsultasi genting,10
top,5,0.5,0.5,Positive,1,top,1
dokternya ramah2,5,0.0,0.0,Positive,2,dokternya ramah2,2
bisa leluasa untuk konsultasi,5,0.0,0.0,Positive,4,leluasa konsultasi,2
baik,5,0.0,0.0,Positive,1,,0
"sangat membantu, biss konsultasi kapan saja dan dimana saja",5,0.0,0.0,Positive,10,membantu biss konsultasi dimana,4
dokternya ramah dan sangat membantu. makasih,5,0.0,0.0,Positive,7,dokternya ramah membantu makasih,4
saya sangat puas atas saran dan pemberitahuan dokter kepada saya,5,0.0,0.0,Positive,10,puas saran pemberitahuan dokter,4
terimakasih banyak,5,0.0,0.0,Positive,2,terimakasih,1
tidak tertarik,1,0.0,0.0,Negative,2,tertarik,1
mohon ditingkatkan lagi aplikasinya. masa mau mengubah pembayaran tidak bisa?,4,0.0,0.0,Positive,12,mohon ditingkatkan aplikasinya mengubah pembayaran,5
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus,5,0.0,0.0,Positive,1,bagus,1
bagus dan cepat,5,0.0,0.0,Positive,3,bagus cepat,2
alhamdulillah sangat membantu terimakasih aldokter kalo bisa dokter kandungan atau anak ada yg gratis biar klo tanya lebih paham dokter nya klo dokter umum beda kan ,5,0.0,0.0,Positive,26,alhamdulillah membantu terimakasih aldokter kalo dokter kandungan anak gratis biar klo paham dokter klo dokter beda,16
terimakasih aplikasi ini sangat mendukung dan berguna agar menjadi hidup sehat,5,0.0,0.0,Positive,11,terimakasih aplikasi mendukung berguna hidup sehat,6
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1
sangat bermamfaat sukses selalu ya,5,0.0,0.0,Positive,5,bermamfaat sukses,2
sangat puas,5,0.0,0.0,Positive,2,puas,1
"sebenernya apps ini bagus, cuma terganggu bgt sm pihak alodokter yg suka telpon2 nawarin asuransi dan sampe saya blok. kalo emang cust tertarik juga bakal join dengan sendirinya kok, gaperlu telpon2 gitu",4,0.0,0.0,Positive,35,sebenernya apps bagus terganggu bgt sm alodokter suka telpon2 nawarin asuransi sampe blok kalo emang cust tertarik join gaperlu telpon2 gitu,21
terima kasih pahlawan kesehatan,5,0.0,0.0,Positive,4,terima kasih pahlawan kesehatan,4
susah banget buat chat dokter di saat mereka offline. seharusnya app bisa juga ada fitur buat konsultasi ke dokter walaupun mereka lagi offline. ketika mereka online kan bisa baca pesan masuk dari pasiennya.,1,0.0,0.0,Negative,36,susah banget chat dokter offline app fitur konsultasi dokter offline online baca pesan masuk pasiennya,15
mantaap responya cepat,5,0.0,0.0,Positive,3,mantaap responya cepat,3
mntap,5,0.0,0.0,Positive,1,mntap,1
respon playanan cepat sangat membantu,5,0.0,0.0,Positive,5,respon playanan cepat membantu,4
mantap,1,0.0,0.0,Negative,1,mantap,1
"sangat membantu kami , mengingat jarak rsud sangat lah jauh terimakasih",5,0.0,0.0,Positive,11,membantu jarak rsud terimakasih,4
boleh lah,4,0.0,0.0,Positive,2,,0
dokternya ramahny responya cepat,5,0.0,0.0,Positive,4,dokternya ramahny responya cepat,4
"alodokter tdk bisa menjaga data pengguna alias tidak aman, habis diinstall langsung masuk penipuan mengatasnamakan alodokter minta nomer rekening dsb, ternyata kejadiannya banyak, ga percaya silahkan dicari di google",1,0.0,0.0,Negative,32,alodokter tdk menjaga data pengguna alias aman habis diinstall langsung masuk penipuan mengatasnamakan alodokter nomer rekening dsb kejadiannya ga percaya silahkan dicari google,23
"cepat chat nya sama dokter spesialis dan umum , mempermudah untuk pertolongan pertama",5,0.0,0.0,Positive,13,cepat chat dokter spesialis mempermudah pertolongan,6
saya merasa ditipu oleh alo dokter saya udh bayar dr spesialis tapi dia belom jawab pertanyaan saya chatan nya sdh ditutup kok curang yaa!,1,0.0,0.0,Negative,25,ditipu alo dokter udh bayar dr spesialis belom chatan sdh ditutup curang yaa,13
respon dokter nya cepat dan penjelasan mudah di pahami,5,0.0,0.0,Positive,9,respon dokter cepat penjelasan mudah pahami,6
banyak modus penipuan,1,0.0,0.0,Negative,3,modus penipuan,2
aplikasi sangat berguna banget karna bisa konsultasi lansung dgn dokter dari rumah saja,5,0.0,0.0,Positive,13,aplikasi berguna banget karna konsultasi lansung dgn dokter rumah,9
ko udah gak ada lagi yg konslutasi gratis y? 1 x pun gak bisa gratis..,3,0.0,0.0,Neutral,17,ko udah gak konslutasi gratis y 1 x gak gratis,10
"sangat membantu, dokternya cepat tanggap dan prediksinya 90% sama dengan dokter yang ditemui secara langsung",5,0.0,0.0,Positive,17,membantu dokternya cepat tanggap prediksinya 90 dokter ditemui langsung,9
responnya cepat tanggap sekali,5,0.0,0.0,Positive,4,responnya cepat tanggap,3
tetima kasih,5,0.0,0.0,Positive,2,tetima kasih,2
good banget dah,5,0.7,0.6000000000000001,Positive,3,good banget dah,3
good,5,0.7,0.6000000000000001,Positive,1,good,1
bagusss,5,0.0,0.0,Positive,1,bagusss,1
lngsung dijwab dgn detail ,5,0.0,0.0,Positive,4,lngsung dijwab dgn detail,4
good,5,0.7,0.6000000000000001,Positive,1,good,1
responnya cepat,5,0.0,0.0,Positive,2,responnya cepat,2
sangat membantu sekali aplikasinya,5,0.0,0.0,Positive,4,membantu aplikasinya,2
"sangat membantu untuk pertolongan pertama, walaupun tidak bisa mengganti konsultasi tatap muka",5,0.0,0.0,Positive,13,membantu pertolongan mengganti konsultasi tatap muka,6
mudah dipahami,5,0.0,0.0,Positive,2,mudah dipahami,2
sangat membantu ,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat bagus terima kasih alodokter,5,0.0,0.0,Positive,5,bagus terima kasih alodokter,4
mantap dokter ramah,5,0.0,0.0,Positive,3,mantap dokter ramah,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat bagus layanan nya terima kasi alodokter,5,0.0,0.0,Positive,7,bagus layanan terima kasi alodokter,5
sangat membantu.... trimaksih para dokter yg sudah denagn cepat merespon dan jawabnnya memuaskan....,5,0.0,0.0,Positive,15,membantu trimaksih dokter denagn cepat merespon jawabnnya memuaskan,8
sangatt membantu saat urgent dan dokter poli tidak pada jadwalnya,5,0.0,0.0,Positive,10,sangatt membantu urgent dokter poli jadwalnya,6
bagus membantu,5,0.0,0.0,Positive,2,bagus membantu,2
sangat membantu.,5,0.0,0.0,Positive,3,membantu,1
"sangat membantu, penjelasannya lengkap, dokternya ramah.",5,0.0,0.0,Positive,9,membantu penjelasannya lengkap dokternya ramah,5
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus,5,0.0,0.0,Positive,1,bagus,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
terbaik,5,0.0,0.0,Positive,1,terbaik,1
respon cepat,4,0.0,0.0,Positive,2,respon cepat,2
membantu,5,0.0,0.0,Positive,1,membantu,1
"tolong punya sopan santun kalau mau nelpon, jangan asal nelpon",1,0.0,0.0,Negative,11,tolong sopan santun nelpon nelpon,5
semoga lebih baik lagi,5,0.0,0.0,Positive,4,semoga,1
saya sangat bertrimakasih untuk jawaban dokter umum di alodoktet akn saya coba,3,0.0,0.0,Neutral,12,bertrimakasih dokter alodoktet akn coba,5
alhamdulilah ada aplikasi ini bisa bertanya keluhan aq... membatuu biar gak bingung,3,0.0,0.0,Neutral,13,alhamdulilah aplikasi keluhan aq membatuu biar gak bingung,8
dokternya cepat respon,5,0.0,0.0,Positive,3,dokternya cepat respon,3
sekarang bayar g bagus,5,0.0,0.0,Positive,4,bayar g bagus,3
puas banget,5,0.0,0.0,Positive,2,puas banget,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"aplikasi yang sangat bagus , ketika saya bertanya dokter nya menjawab dgn sangat teliti dan pertanyaan pertanyaan yang bisa di pahami",5,0.0,0.0,Positive,21,aplikasi bagus dokter dgn teliti pahami,6
"udah download aku uninstall lagi, ngeri bgt setelah baca ulasannya, blm smpt aku buka.. bnyak ulasan kurang baik, sebenarnya pihak perusahaan baca gak sih.. atau sm aja sprt mayoritas perusahaan sales lain yg penting reting angka penjualan, masalah nyaman tidaknya konsumen di nomor sekiankan",1,0.0,0.0,Negative,50,udah download uninstall ngeri bgt baca ulasannya blm smpt buka bnyak ulasan perusahaan baca gak sih sm sprt mayoritas perusahaan sales reting angka penjualan nyaman tidaknya konsumen nomor sekiankan,29
"bilangnya cuman daftar akun doang tapi ternyata uang saya di atm di sedot karena ada potongannya, tolong dong didik salesnya dengan baik dan benar.",1,0.0,0.0,Negative,26,bilangnya cuman daftar akun doang uang atm sedot potongannya tolong didik salesnya,12
terpuaskan dngn jawaban dokter,5,0.0,0.0,Positive,4,terpuaskan dngn dokter,3
respon cepat dan baik,5,0.0,0.0,Positive,4,respon cepat,2
"bagus sekali aplikasi ini ,selalu membantu saya",5,0.0,0.0,Positive,8,bagus aplikasi membantu,3
penanganan dokter nya sangat cepat sekali,5,0.0,0.0,Positive,6,penanganan dokter cepat,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
penjelassan terrinci,4,0.0,0.0,Positive,2,penjelassan terrinci,2
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
dokter nya baik. respon cepat jawaban tepat,5,0.0,0.0,Positive,8,dokter respon cepat,3
luar biasa,5,0.0,0.0,Positive,2,,0
dokternya kompeten sekali,5,0.0,0.0,Positive,3,dokternya kompeten,2
mantap,5,0.0,0.0,Positive,1,mantap,1
bagus,4,0.0,0.0,Positive,1,bagus,1
sangatt memuaskannn dokterx juga ramah,5,0.0,0.0,Positive,5,sangatt memuaskannn dokterx ramah,4
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
membantu,1,0.0,0.0,Negative,1,membantu,1
dokternya sangat baik,5,0.0,0.0,Positive,3,dokternya,1
"bagus,,respon cepat",5,0.0,0.0,Positive,4,bagusrespon cepat,2
ok,5,0.5,0.5,Positive,1,ok,1
sangat baik dan membantu...terima kasih banyak..,5,0.0,0.0,Positive,9,membantuterima kasih,2
suka... dokter nya ramah2 fast respon pula... sukses sllu alodokter,5,0.2,0.6,Positive,12,suka dokter ramah2 fast respon sukses sllu alodokter,8
aplikasi ini bisa membantu untuk konsultasi tentang kesehatan saya dengan dokter,5,0.0,0.0,Positive,11,aplikasi membantu konsultasi kesehatan dokter,5
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus sangat membantu,5,0.0,0.0,Positive,3,bagus membantu,2
dokter ramah dan penjelasannya gamblang,5,0.0,0.0,Positive,5,dokter ramah penjelasannya gamblang,4
mantap,5,0.0,0.0,Positive,1,mantap,1
"terima kasih dok ,saya jadi tau informasi apapun tentang kesehatan",4,0.0,0.0,Positive,11,terima kasih dok tau informasi apapun kesehatan,7
"ibu sering kencing ,umur 65 sehari kencing lebih dari 15 kali badan sering panas dingin",5,0.0,0.0,Positive,16,kencing umur 65 sehari kencing 15 kali badan panas dingin,10
cukup,4,0.0,0.0,Positive,1,,0
"tolong untuk keamanan data pasien atau penggunaan lebih di perhatikan lagi ya, soalnya banyak bgt belakang ini penipuan yang mengatasnamakan halodokter yang menghubungi lewat nomor telepon yang terdaftar di aplikasi",1,0.0,0.0,Negative,31,tolong keamanan data pasien penggunaan perhatikan bgt penipuan mengatasnamakan halodokter menghubungi nomor telepon terdaftar aplikasi,15
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
ok,5,0.5,0.5,Positive,1,ok,1
"aneh ini apk tanpa kejelasan apapun saldo kita di potong, sales nya ancur ancur tanpa ngasih tau gimna gimna, kalo ini menipu mungkin perusahan tukang tipu ga akan lama,",1,0.0,0.0,Negative,32,aneh apk kejelasan apapun saldo potong sales ancur ancur ngasih tau gimna gimna kalo menipu perusahan tukang tipu ga,19
"aplikasi penipuan !! sales marketing datang buat minta tolong dbantu untuk target dan sudah saya bantu buat download aplikasi ini dan nanti sdh dibilangin akan di bantu waktu cancel, tapi waktu saya pengajuan cancel tdk ada yg merespon seperti ini !!! kasian masyrakat yg ekonomi nya di bawah. ini penipuan berkedok aplikasi !!!!",1,0.0,0.0,Negative,61,aplikasi penipuan sales marketing tolong dbantu target bantu download aplikasi sdh dibilangin bantu cancel pengajuan cancel tdk merespon kasian masyrakat ekonomi penipuan berkedok aplikasi,24
terimakasih untuk aplikasi ini pokoknya perfec,5,0.0,0.0,Positive,6,terimakasih aplikasi pokoknya perfec,4
"sales nya anying lah masa gw dipotong tiap bulan dari bulan juni, baru sadar sekarang november ternyata kepotong 39rb perbulan, padahal ngga pernah konsul apa2 cuma dnlod doang itu juga karna bantu sales. ngga berkah bgt nipu2. bilang nya dnlod aja ngga bakal ada potongan. penipu!",1,0.0,0.0,Negative,52,sales anying gw dipotong juni sadar november kepotong 39rb perbulan ngga konsul apa2 dnlod doang karna bantu sales ngga berkah bgt nipu2 bilang dnlod ngga potongan penipu,27
woi alodokter gak usah maksa atas dasar jualan kalian. medit amat jadi manusia. sedekah ilmu kek. gak usah telepon2 saya atas dasar apapun. gak sopan tau. telepon ke orang yg gak dikenal.,1,0.0,0.0,Negative,38,woi alodokter gak maksa dasar jualan medit manusia sedekah ilmu kek gak telepon2 dasar apapun gak sopan tau telepon orang gak dikenal,22
bermanfaat,5,0.0,0.0,Positive,1,bermanfaat,1
bagus ajalah,5,0.0,0.0,Positive,2,bagus ajalah,2
sayabg sekalikalaw kalian enggak donlod ini,5,0.0,0.0,Positive,6,sayabg sekalikalaw donlod,3
respon dan jawaban sangat cepat. trima kasih ,5,0.0,0.0,Positive,8,respon cepat trima kasih,4
apknya bagus... cobaa chat dengan doktor siapa aja gratis pasti makin bagus,5,0.0,0.0,Positive,13,apknya bagus cobaa chat doktor gratis bagus,7
mantap,4,0.0,0.0,Positive,1,mantap,1
semoga bnyak orng yg terbantu dengan adan alodoktet,4,0.0,0.0,Positive,8,semoga bnyak orng terbantu adan alodoktet,6
sangat membantu,4,0.0,0.0,Positive,2,membantu,1
ö gugun i,5,0.0,0.0,Positive,3,ö gugun i,3
thank you,5,0.0,0.0,Positive,2,thank you,2
untuk para sales cari duit yg halal aja deh. masih banyak kerjaan di luar sana. menjual informasi seadanya. dateng ke tempat gk pergi2 klo gw gk ikut gabung. klo orang gk mau ikut ya udh pergi cari org lain ini mah gila sales nya kek apa aja. diem terus di tempat. alhasil gw gabung aja kasian muka melas semua para sales nya.,1,0.0,0.0,Negative,69,sales cari duit halal deh kerjaan menjual informasi seadanya dateng gk pergi2 klo gw gk gabung klo orang gk udh pergi cari org mah gila sales kek diem alhasil gw gabung kasian muka melas sales,35
maantaf,5,0.0,0.0,Positive,1,maantaf,1
sangat cocok digunakan,5,0.0,0.0,Positive,3,cocok,1
so far so good,5,0.39999999999999997,0.8,Positive,4,so far so good,4
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2
ini gmn iya ga ada perincian nya berapa biayanya buat cek tht mahal apa nggak ga ada respon dari cs,1,0.0,0.0,Negative,20,gmn iya ga perincian biayanya cek tht mahal nggak ga respon cs,12
"gara gara saya ksh nomor rekening tbng ke cal senter yg mengatas nmkn dari alodokter,uang saya kepotong terus biaya mbd 39rb sdh 4 x,saya merasa rugi,apakah uang saya yg d potong bsa kembali,tolong jelaskan ...",3,0.0,0.0,Neutral,43,gara gara ksh nomor rekening tbng cal senter mengatas nmkn alodokteruang kepotong biaya mbd 39rb sdh 4 xsaya rugiapakah uang d potong bsa kembalitolong,24
saya merasa terbantu dengan penjelasan dokter. terimakasih aladokter,4,0.0,0.0,Positive,9,terbantu penjelasan dokter terimakasih aladokter,5
sangat bermanfaat...... semoga selalu sukses. amien,5,0.0,0.0,Positive,8,bermanfaat semoga sukses amien,4
"dr y ramah,penjelasan nya bagus,",5,0.0,0.0,Positive,8,dr y ramahpenjelasan bagus,4
"sangat mmbntu sekali,,teimakasi alodokter",5,0.0,0.0,Positive,6,mmbntu sekaliteimakasi alodokter,3
"selamat pagi, sehubungan dengan adanya autodebet yang pihak alodokter lakukan ke rekening saya. saya ingin berhenti langganan autodebet yang rp.30.000/bulan di karenakan saya tidak sanggup membayar.",2,0.0,0.0,Negative,29,selamat pagi sehubungan autodebet alodokter lakukan rekening berhenti langganan autodebet rp30000bulan karenakan sanggup membayar,14
verifikasi gak bis,1,0.0,0.0,Negative,3,verifikasi gak bis,3
kenapa saya tidak bisa daftar y?,3,0.0,0.0,Neutral,7,daftar y,2
respon cepat.insya allah akan ada solusinya,4,0.0,0.0,Positive,6,respon cepatinsya allah solusinya,4
mantap,3,0.0,0.0,Neutral,1,mantap,1
bagus,5,0.0,0.0,Positive,1,bagus,1
semoga bermanfaat,5,0.0,0.0,Positive,2,semoga bermanfaat,2
sangat suka berkomunikasi,5,0.0,0.0,Positive,3,suka berkomunikasi,2
dokter ramah,5,0.0,0.0,Positive,2,dokter ramah,2
"respon dokter cepat, dan bagus",5,0.0,0.0,Positive,6,respon dokter cepat bagus,4
alhmdulillah alodokter bikin kecemasan saya hilang dan juga pelayananya ramah trimakasih atas masukanya dok,3,0.0,0.0,Neutral,14,alhmdulillah alodokter bikin kecemasan hilang pelayananya ramah trimakasih masukanya dok,10
mantap sangat puas dan membantu sekali makasi aplikasi alodokter  salam sehat,5,0.0,0.0,Positive,11,mantap puas membantu makasi aplikasi alodokter salam sehat,8
terima dengan adanya aplikasi ini bisa mengurangi kebingungan saya,4,0.0,0.0,Positive,9,terima aplikasi mengurangi kebingungan,4
sangat bagus,5,0.0,0.0,Positive,2,bagus,1
"respon cepat, dan penjelasan lengkap dan jelas",5,0.0,0.0,Positive,8,respon cepat penjelasan lengkap,4
mantep,4,0.0,0.0,Positive,1,mantep,1
sangat membantu,4,0.0,0.0,Positive,2,membantu,1
sangat melayani,5,0.0,0.0,Positive,2,melayani,1
"sejauh ini seluruh dokter memberikan informasi dengan baik ramah dan mudah dimengerti seneng banget ada alodok, ditingkatkan lg ya. cuma marketing nya jgn suka tlpn aja makasih.",5,0.0,0.0,Positive,30,dokter informasi ramah mudah dimengerti seneng banget alodok ditingkatkan lg marketing jgn suka tlpn makasih,15
sangat membantu ,5,0.0,0.0,Positive,2,membantu,1
visual minimalis dan simple. cukup memuaskan overall,5,0.0,0.11904761904761905,Positive,8,visual minimalis simple memuaskan overall,5
mantap,5,0.0,0.0,Positive,1,mantap,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
paling bisa di andalkan,5,0.0,0.0,Positive,4,andalkan,1
saya sangat suka alodokter sangat membantu sekali,5,0.0,0.0,Positive,7,suka alodokter membantu,3
sangat bermanfaat dan sangat membantu,5,0.0,0.0,Positive,5,bermanfaat membantu,2
bagus bermanfaat,5,0.0,0.0,Positive,2,bagus bermanfaat,2
resepnya cepat,5,0.0,0.0,Positive,2,resepnya cepat,2
bagus,5,0.0,0.0,Positive,1,bagus,1
oke bnget mantul pokoknya,5,0.0,0.0,Positive,4,oke bnget mantul pokoknya,4
bagus sekali,5,0.0,0.0,Positive,2,bagus,1
"dokternya ramah dan memberikan solusi yang sangat bagus, kalau mau mencoba, chat sj ke dokter umum, misal saya memberi keluhan tentang gigi dan sy chat fokter umum. sama saja domter gigi yang membalas pesan saya, jadi jangan takut takut untuk mendownload apk ini !!! n. saya harap untuk dokter umum tidak dikenai biaya untuk kedepannya, terimakasih",5,0.0,0.0,Positive,64,dokternya ramah solusi bagus mencoba chat sj dokter keluhan gigi chat fokter domter gigi membalas pesan takut takut mendownload apk n harap dokter dikenai biaya kedepannya terimakasih,27
sangat membantu utk memberikan solusi kesehatan,5,0.0,0.0,Positive,6,membantu utk solusi kesehatan,4
good,5,0.7,0.6000000000000001,Positive,1,good,1
aplikasi gak guna mau daftar aja susah loading terus,1,0.0,0.0,Negative,9,aplikasi gak daftar susah loading,5
respon sangat cepat dan bermanfaat,5,0.0,0.0,Positive,5,respon cepat bermanfaat,3
makin bagus lah,5,0.0,0.0,Positive,3,bagus,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
respon cepat dan akurat,5,0.0,0.0,Positive,4,respon cepat akurat,3
saya sangat senang bisa menggunakan aplikasi ini dari awalnya saya tidak tahu harus kemana kedokter ofline jauh sekarang saya bisa pakai aplikasi ini terimakasih,5,0.0,0.0,Positive,24,senang aplikasi kemana kedokter ofline pakai aplikasi terimakasih,8
iaplikasi yg sangat membantu sekali,5,0.0,0.0,Positive,5,iaplikasi membantu,2
hati-hati ini alodok sales nya banyak yang nipu.. komunitas ojol saya bnyk yg kena dan rencana bakal kami tembusin ke kemenkes selaku mitra ybs. di khawatirkan banyak oknum org dalam yg kerjasama dengan sales. parah.. parah..,1,0.0,0.0,Negative,41,hatihati alodok sales nipu komunitas ojol bnyk kena rencana tembusin kemenkes mitra ybs khawatirkan oknum org kerjasama sales parah parah,20
ok,5,0.5,0.5,Positive,1,ok,1
saya ingin berhenti berlangganan program unlimited chat tolong segera di bantu dan di respon makasih!!!,1,0.0,0.0,Negative,18,berhenti berlangganan program unlimited chat tolong bantu respon makasih,9
sngat memuaskan konsultasinya,4,0.0,0.0,Positive,3,sngat memuaskan konsultasinya,3
oke banget,5,0.0,0.0,Positive,2,oke banget,2
aplikasi bagus sekali sangat membantu,5,0.0,0.0,Positive,5,aplikasi bagus membantu,3
terimakasih,5,0.0,0.0,Positive,1,terimakasih,1
bagus,5,0.0,0.0,Positive,1,bagus,1
aplikasinya bagus,4,0.0,0.0,Positive,2,aplikasinya bagus,2
makasi sangat membantu,5,0.0,0.0,Positive,3,makasi membantu,2
"senang,,,dan sangat membantu sekali. saya sangat berterimaksih akan adanya aplikasi ini. mksh bnyak... alodokter",5,0.0,0.0,Positive,21,senangdan membantu berterimaksih aplikasi mksh bnyak alodokter,7
good,4,0.7,0.6000000000000001,Positive,1,good,1
aplikasi yang sangat membantu ,5,0.0,0.0,Positive,4,aplikasi membantu,2
good,5,0.7,0.6000000000000001,Positive,1,good,1
ok,5,0.5,0.5,Positive,1,ok,1
membantu,5,0.0,0.0,Positive,1,membantu,1
cara mengatasi penyakit dengan baik,5,0.0,0.0,Positive,5,mengatasi penyakit,2
ramah dan pengarahannya jelas,4,0.0,0.0,Positive,4,ramah pengarahannya,2
ok,5,0.5,0.5,Positive,1,ok,1
makasih ya,3,0.0,0.0,Neutral,2,makasih,1
alhamdulillah dengan adanya aplikasi alodokter sangat membantu saya & untuk bertanya2 seputar kesehatan tanpa harus ke rsud/puskesmas dengan biaya 39.000/perbulan sangat terjangkau. terima kasih alodokter.,5,0.0,0.0,Positive,27,alhamdulillah aplikasi alodokter membantu bertanya2 seputar kesehatan rsudpuskesmas biaya 39000perbulan terjangkau terima kasih alodokter,14
dokter hanya memberikan ulasan analisa tp tdk memberikan resep obat,4,0.0,0.0,Positive,10,dokter ulasan analisa tp tdk resep obat,7
respon dokter cepat,5,0.0,0.0,Positive,3,respon dokter cepat,3
bermanfaat banget,5,0.0,0.0,Positive,2,bermanfaat banget,2
bermanfaat terimakasih,5,0.0,0.0,Positive,2,bermanfaat terimakasih,2
berguna,5,0.0,0.0,Positive,1,berguna,1
trimakasih sangat membantu sekali,5,0.0,0.0,Positive,4,trimakasih membantu,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
respon dokter baik dan cepat,4,0.0,0.0,Positive,5,respon dokter cepat,3
thnks dok...,5,0.0,0.0,Positive,3,thnks dok,2
ya aplikasi ini bs membantu dan mudah2 han sy bs sembuh,5,0.0,0.0,Positive,11,aplikasi bs membantu mudah2 han bs sembuh,7
