content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
tolong ya kenapa saya menerima telfon dari nomor ga di kenal dan me atasnama kan alodokter dan kenapa bisa tau info peribadi saya tolong di perbaiki lagi,1,0.0,0.0,Negative,27,tolong menerima telfon nomor ga kenal me atasnama alodokter tau info peribadi tolong perbaiki,14,tolong terima telfon nomor ga kenal me atasnama alodokter tau info peribadi tolong baik
belum tau kalo sudah kaish bintang 5,3,0.0,0.0,Neutral,7,tau kalo kaish bintang 5,5,tau kalo kaish bintang 5
thanks dok... saya sangat terbantu sekali dengan semua pertanyaan saya saya sangat puas...,5,0.2,0.2,Positive,15,thanks dok terbantu puas,4,thanks dok bantu puas
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
"ternyata bener setelah baca ulasan banyak yg kena autodebet. tiba"" tlp, bicara panjang lebar tanpa jeda, apaan coba. kok bisa data pengguna bocor kyk gini",1,0.0,0.0,Negative,30,bener baca ulasan kena autodebet tlp bicara lebar jeda coba data pengguna bocor kyk gini,15,bener baca ulas kena autodebet tlp bicara lebar jeda coba data guna bocor kyk gin
potongan tiap bulan ngrugiin orang gue orang miskin punya duit di atm 50 rbu aj msih brsyukur tiap uang sisa 50rbu pasti kpotong logika dong masa sebulan 2kli minggu kmren udah 39rbu nah ini kpotong lgi,1,0.0,0.0,Negative,36,potongan ngrugiin orang gue orang miskin duit atm 50 rbu aj msih brsyukur uang sisa 50rbu kpotong logika sebulan 2kli minggu kmren udah 39rbu kpotong lgi,26,potong ngrugiin orang gue orang miskin duit atm 50 rbu aj msih brsyukur uang sisa 50rbu kpotong logika bulan 2kli minggu kmren udah 39rbu kpotong lgi
terimakasih aplikasi ini sangat membantu ,5,0.0,0.0,Positive,5,terimakasih aplikasi membantu,3,terimakasih aplikasi bantu
"barusan dpt telpon dri mengatas namakan alodokter, menyebut semua data"" sya yg di dlm app ini. tolong data"" yg ad di dlm app ini. di privasikan jgn smpi bocor. ke pihak yg tdk bertanggung jawab kirain dokternya yg nelpon. eh berbincang agk lama ujung"" mlh minta no. rek untuk pemotongan pembayaran. hati"" buat yg lainnya.",1,0.0,0.0,Negative,67,barusan dpt telpon dri mengatas namakan alodokter menyebut data sya dlm app tolong data ad dlm app privasikan jgn smpi bocor tdk bertanggung kirain dokternya nelpon eh berbincang agk ujung mlh no rek pemotongan pembayaran hati,36,barusan dpt telpon dri atas nama alodokter sebut data sya dlm app tolong data ad dlm app privasi jgn smpi bocor tdk tanggung kirain dokter nelpon eh bincang agk ujung mlh no rek potong bayar hati
aplikasinya bagus. semua prtanyaan di jawab sama dokternya.,5,0.0,0.0,Positive,10,aplikasinya bagus prtanyaan dokternya,4,aplikasi bagus prtanyaan dokter
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
benar benar alodokter sangat membantu. saya sudah bbrpa kali konsul disini dan dokternya sangat berkompeten. sukses selalu alodokter,5,0.0,0.0,Positive,20,alodokter membantu bbrpa kali konsul dokternya berkompeten sukses alodokter,9,alodokter bantu bbrpa kali konsul dokter kompeten sukses alodokter
saya suka sesi curhat nya karna sy bisa bertanya dengan nyaman dan puas ,5,0.0,0.0,Positive,13,suka sesi curhat karna nyaman puas,6,suka sesi curhat karna nyaman puas
"jgn donglod ini,mending donglod halodoc aja!ini apk sampah.",1,0.0,0.0,Negative,13,jgn donglod inimending donglod halodoc ajaini apk sampah,8,jgn donglod inimending donglod halodoc ajaini apk sampah
semoga bermanfaat,5,0.0,0.0,Positive,2,semoga bermanfaat,2,moga manfaat
"tolong ya kepada pihak alodokter jangan selalu memotong saldo yg bukan nasabahnya, saya selalu terpotong saldo tiap bulan di rekening 39.000 tiap bulannya. padahal saya tidak melanjutkan transaksi di alodokter!!!!",1,0.0,0.0,Negative,36,tolong alodokter memotong saldo nasabahnya terpotong saldo rekening 39000 bulannya melanjutkan transaksi alodokter,13,tolong alodokter potong saldo nasabah potong saldo rekening 39000 bulan lanjut transaksi alodokter
"sangat membantu.., dokter nya juga ramah.",5,0.0,0.0,Positive,9,membantu dokter ramah,3,bantu dokter ramah
bagusss,4,0.0,0.0,Positive,1,bagusss,1,bagusss
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
"saya sudah bilang tidak mau berlangganan apapun tapi tidak digubris. chat cs bilangnya 1x24 jam akan dibatalkan tapi sampe sekarang tidak ada perkembangan apapun. yok tolong laah, 39 ribu emg g seberapa tapi kan apk gak digunakan sama sekali jadi buat apa kena potongan ?! . saya akan rubah ulasannya kalo alodokter bisa amanah !!!",1,0.0,0.0,Negative,61,bilang berlangganan apapun digubris chat cs bilangnya 1x24 jam dibatalkan sampe perkembangan apapun yok tolong laah 39 ribu emg g apk gak kena potongan rubah ulasannya kalo alodokter amanah,29,bilang langgan apa gubris chat cs bilang 1x24 jam batal sampe kembang apa yok tolong laah 39 ribu emg g apk gak kena potong rubah ulas kalo alodokter amanah
jawaban sangat membantu,5,0.0,0.0,Positive,3,membantu,1,bantu
bagus n sangat bermanfaat respon cepat,5,0.0,0.0,Positive,6,bagus n bermanfaat respon cepat,5,bagus n manfaat respon cepat
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
bad banget parah ,1,-0.6999999999999998,0.6666666666666666,Negative,3,bad banget parah,3,bad banget parah
penjelasan dokter sangat memuaskan,5,0.0,0.0,Positive,4,penjelasan dokter memuaskan,3,jelas dokter muas
goood,5,0.0,0.0,Positive,1,goood,1,goood
baik,5,0.0,0.0,Positive,1,,0,
alo dokter meresahkan..mending dihapus aja ini dari playstore.. kemaren juga ada yg telp saya.. nerocoss muluu..tau2 suruhh bilang setujuuu,1,0.0,0.0,Negative,25,alo dokter meresahkanmending dihapus playstore kemaren telp nerocoss muluutau2 suruhh bilang setujuuu,12,alo dokter meresahkanmending hapus playstore kemaren telp nerocoss muluutau2 suruhh bilang setujuuu
saya ingin berhenti berlangganan.dan hentikan autodebit !,1,0.0,0.0,Negative,7,berhenti berlangganandan hentikan autodebit,4,henti berlangganandan henti autodebit
"please bgt kalian harus hati"" sama sales yg keliling dan bilang minta bantu untuk download aplikasi ini. please bgt jangaaan mauuu. mereka penipuuu. uang saya udah kepotong.padahal saya udah bilang gamau berlangganan. ahahaha selamat menikmati uang haram yaa kalian. tanggung jawab nanti diakhirat.",1,0.0,0.0,Negative,50,please bgt hati sales keliling bilang bantu download aplikasi please bgt jangaaan mauuu penipuuu uang udah kepotongpadahal udah bilang gamau berlangganan ahahaha selamat menikmati uang haram yaa tanggung diakhirat,29,please bgt hati sales keliling bilang bantu download aplikasi please bgt jangaaan mauuu penipuuu uang udah kepotongpadahal udah bilang gamau langgan ahahaha selamat nikmat uang haram yaa tanggung akhirat
dokternya baik dan cepat menanggapi,5,0.0,0.0,Positive,5,dokternya cepat menanggapi,3,dokter cepat tanggap
membantu skli,5,0.0,0.0,Positive,2,membantu skli,2,bantu skli
sangat membantu...,5,0.0,0.0,Positive,3,membantu,1,bantu
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
sangat bagus konsultasj dengan dinter yang ramah,5,0.0,0.0,Positive,7,bagus konsultasj dinter ramah,4,bagus konsultasj dinter ramah
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
mantab sangat membantu sekali,5,0.0,0.0,Positive,4,mantab membantu,2,mantab bantu
terimakasih banyak alodok yang membuat sudut pandang saya menjadi terbuka dalam berbagai penyakit,5,0.0,0.0,Positive,13,terimakasih alodok sudut pandang terbuka penyakit,6,terimakasih alodok sudut pandang buka sakit
ok,4,0.5,0.5,Positive,1,ok,1,ok
"tolong untuk pihak ali dokter untuk berhenti mengambil trus uang saya dr tabungan saya,demi allah saya tak rela dan tak ikhlas harta org di atas rata2 miskin kau ambil trus tiap bulannya sumpah aku tak rela dan tak ikhlas sampai kapanpun lg pula saya tak pernah menggunakan aplikasinya dan konsultasi dgn dokter satupun dr pihak alodokter cuman taunya dulu pernah nlp ke no saya cs nya",1,0.0,0.0,Negative,68,tolong ali dokter berhenti mengambil trus uang dr tabungan sayademi allah rela ikhlas harta org rata2 miskin kau ambil trus bulannya sumpah rela ikhlas lg aplikasinya konsultasi dgn dokter satupun dr alodokter cuman taunya nlp no cs,37,tolong ali dokter henti ambil trus uang dr tabung sayademi allah rela ikhlas harta org rata2 miskin kau ambil trus bulan sumpah rela ikhlas lg aplikasi konsultasi dgn dokter satu dr alodokter cuman tau nlp no cs
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
layanan nya sangat baik sekali makannya aku kasih bintang 5,5,0.0,0.0,Positive,10,layanan makannya kasih bintang 5,5,layan makan kasih bintang 5
bestt bbgt,5,0.0,0.0,Positive,2,bestt bbgt,2,bestt bbgt
"mau berhenti berlangganan susah betul. responya dari sales padahal cuma mau bantu aja ,, giliran mau berhenti udh kaya nagih utang susah bgt",1,0.0,0.0,Negative,25,berhenti berlangganan susah responya sales bantu giliran berhenti udh kaya nagih utang susah bgt,14,henti langgan susah responya sales bantu gilir henti udh kaya nagih utang susah bgt
memuaskan,5,0.0,0.0,Positive,1,memuaskan,1,muas
alhamdulillah bisa buat masukan.. tentang segala penyakit..,4,0.0,0.0,Positive,9,alhamdulillah masukan penyakit,3,alhamdulillah masuk sakit
"dokternya cepet respons, terbaikk..",5,0.0,0.0,Positive,6,dokternya cepet respons terbaikk,4,dokter cepet respons terbaikk
merasa puas,5,0.0,0.0,Positive,2,puas,1,puas
sangat fast respon dan good,5,0.44999999999999996,0.6000000000000001,Positive,5,fast respon good,3,fast respon good
dokternya enak banget,5,0.0,0.0,Positive,3,dokternya enak banget,3,dokter enak banget
aplikasi nya bgs bgt dokter nya jga respon cepat,5,0.0,0.0,Positive,9,aplikasi bgs bgt dokter jga respon cepat,7,aplikasi bgs bgt dokter jga respon cepat
bags,3,0.0,0.0,Neutral,1,bags,1,bags
kacauuuuu sihhh ke autodeb setiap bulan cuma gara2 niatnya pgn bantuin sales alodok,1,0.0,0.0,Negative,13,kacauuuuu sihhh autodeb gara2 niatnya pgn bantuin sales alodok,9,kacauuuuu sihhh autodeb gara2 niat pgn bantuin sales alodok
"sering banget di spam call sejak login ke app ini, ti ati ya lupada, ada ss nya gua, ga ngoceh kosong aja ini gua.",1,0.0,0.0,Negative,28,banget spam call login app ti ati lupada ss gua ga ngoceh kosong gua,14,banget spam call login app ti ati lupada ss gua ga ngoceh kosong gua
goodjob,5,0.0,0.0,Positive,1,goodjob,1,goodjob
terimakas dok atas info nyh,5,0.0,0.0,Positive,5,terimakas dok info nyh,4,terimakas dok info nyh
"bagusss sangatttt, jelass",5,0.0,0.0,Positive,4,bagusss sangatttt jelass,3,bagusss sangatttt jelass
aplikasi konsultasi terbaik,5,0.0,0.0,Positive,3,aplikasi konsultasi terbaik,3,aplikasi konsultasi baik
fast respon dokter.,5,0.2,0.6,Positive,4,fast respon dokter,3,fast respon dokter
sanggat baik pelayanan nya,5,0.0,0.0,Positive,4,sanggat pelayanan,2,sanggat layan
aplikasi apaan ini penipuan doang faak. aplikasi pencuri duittt orang.,1,0.0,0.0,Negative,12,aplikasi penipuan doang faak aplikasi pencuri duittt orang,8,aplikasi tipu doang faak aplikasi curi duittt orang
aplikasi yang sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2,aplikasi bantu
..dokter.a ramah.. pelayanan cepat.. trimakasih alodokter,5,0.0,0.0,Positive,9,doktera ramah pelayanan cepat trimakasih alodokter,6,doktera ramah layan cepat trimakasih alodokter
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1,manfaat
banyak bantu makasih yaa dokter dokter baiikkkk,5,0.0,0.0,Positive,7,bantu makasih yaa dokter dokter baiikkkk,6,bantu makasih yaa dokter dokter baiikkkk
terimakasih,5,0.0,0.0,Positive,1,terimakasih,1,terimakasih
wow sangat membantu,5,0.1,1.0,Positive,3,wow membantu,2,wow bantu
"bagus,dan tidak semua gratis",4,0.0,0.0,Positive,6,bagusdan gratis,2,bagusdan gratis
aplikasi sngat bermanfaat,5,0.0,0.0,Positive,3,aplikasi sngat bermanfaat,3,aplikasi sngat manfaat
oke,5,0.0,0.0,Positive,1,oke,1,oke
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1,bantu
"niat membantu sampai target tpi gw kena potongan autodebet,, ga seberapa cuma ga gaenak saja tiba tiba kepotong padahal buat kejar target sales!",1,0.0,0.0,Negative,26,niat membantu target tpi gw kena potongan autodebet ga ga gaenak kepotong kejar target sales,15,niat bantu target tpi gw kena potong autodebet ga ga gaenak potong kejar target sales
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
sangat memuaskan aplikasi ini,5,0.0,0.0,Positive,4,memuaskan aplikasi,2,muas aplikasi
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
dokternya ramah2,5,0.0,0.0,Positive,2,dokternya ramah2,2,dokter ramah2
dokter2 nya cepat tanggap semua,5,0.0,0.0,Positive,5,dokter2 cepat tanggap,3,dokter2 cepat tanggap
good job,5,0.7,0.6000000000000001,Positive,2,good job,2,good job
app nya sngat bagus,5,0.0,0.0,Positive,4,app sngat bagus,3,app sngat bagus
aplikasi bagus,1,0.0,0.0,Negative,2,aplikasi bagus,2,aplikasi bagus
"apa2an udh ngajuin buat stop tpi ga diapus2, ini udh potongan ketiga saya komplain ttp ga diapus. tolong dong profesional mau nyari duit yg halal, sama aja nipu orang klo ky gini!!!!!!!",1,0.0,0.0,Negative,42,apa2an udh ngajuin stop tpi ga diapus2 udh potongan ketiga komplain ttp ga diapus tolong profesional nyari duit halal nipu orang klo ky gini,24,apa2an udh ngajuin stop tpi ga diapus2 udh potong tiga komplain ttp ga diapus tolong profesional nyari duit halal nipu orang klo ky gin
"aplikasi goblog niat bantu sales malah ketipu engga berkah tuh uang nya, setiap bulan dipotong 39000 rb padahal engga pernah pake aplikasinya parah banget ajigg matiin member gue aplikasi penipu mau untung tapi malah merugikan orang lain",1,0.0,0.0,Negative,38,aplikasi goblog niat bantu sales ketipu engga berkah tuh uang dipotong 39000 rb engga pake aplikasinya parah banget ajigg matiin member gue aplikasi penipu untung merugikan orang,27,aplikasi goblog niat bantu sales tipu engga berkah tuh uang potong 39000 rb engga pake aplikasi parah banget ajigg matiin member gue aplikasi tipu untung rugi orang
aplikasi yang sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2,aplikasi bantu
suke sangat lah saye,5,0.0,0.0,Positive,4,suke saye,2,suke saye
"bagus, sangat membantu",5,0.0,0.0,Positive,4,bagus membantu,2,bagus bantu
"baru download belum diapa-apaim apps ny udh diteleponin g berhenti², auto uninstall",1,0.0,0.0,Negative,13,download diapaapaim apps ny udh diteleponin g berhenti² auto uninstall,10,download diapaapaim apps ny udh diteleponin g henti auto uninstall
"penipuan, saya di datangi salesnya dibilang cukup regist aja, tapi nyatanya sudah dua bulan ini uang saya terpotong dan tidak bisa untuk membatalkan atau menghapus member yg sudah kita buat. kalo masih terus diam dan tidak mengganti rugi uang uang dari orang orang yg kalian tipu, kalian bisa dibawa ke jalur hukum",1,0.0,0.0,Negative,56,penipuan datangi salesnya dibilang regist uang terpotong membatalkan menghapus member kalo diam mengganti rugi uang uang orang orang tipu dibawa jalur hukum,22,tipu datang salesnya bilang regist uang potong batal hapus member kalo diam ganti rugi uang uang orang orang tipu bawa jalur hukum
fast respon,5,0.2,0.6,Positive,2,fast respon,2,fast respon
membantu sekali,5,0.0,0.0,Positive,2,membantu,1,bantu
aplikasi bagus tp sayang pihak alo dokter sering menghubungi dengan menelepon saya..dan d suruh mengikuti kata2 nya..dan tahu2 saya sudah mengikuti asuransi yg gk berguna cuman chat doang..dan saldo atm tiap bulan terpotong 39.000 tanpa saya merasa mengikuti..saya merasa tertipu..nyesal saya dowload aplikasi ini,1,0.0,0.0,Negative,54,aplikasi bagus tp sayang alo dokter menghubungi menelepon sayadan d suruh mengikuti kata2 nyadan tahu2 mengikuti asuransi gk berguna cuman chat doangdan saldo atm terpotong 39000 mengikutisaya tertipunyesal dowload aplikasi,30,aplikasi bagus tp sayang alo dokter hubung telepon sayadan d suruh ikut kata2 nyadan tahu2 ikut asuransi gk guna cuman chat doangdan saldo atm potong 39000 mengikutisaya tertipunyesal dowload aplikasi
alhamdulillah,5,0.0,0.0,Positive,1,alhamdulillah,1,alhamdulillah
membantu..,5,0.0,0.0,Positive,2,membantu,1,bantu
baguss,5,0.0,0.0,Positive,1,baguss,1,baguss
3 tahun lalu saya review ini bagus sekali bintang lima. sekarang saya kasih bintang 3 aja karena banyak sekali penipuan skrg dan data pribadi saya seperti tidak ada privasinya. sudah ada 3 kali daya ditelepon dengan mengatasnamakan alodokter. entah dapat info darimana kalau bukan dari alodokter itu sendiri dibobol. mohon untuk lebih menjaga privasi orang lagi.,2,0.0,0.0,Negative,61,3 review bagus bintang kasih bintang 3 penipuan skrg data pribadi privasinya 3 kali daya ditelepon mengatasnamakan alodokter info darimana alodokter dibobol mohon menjaga privasi orang,26,3 review bagus bintang kasih bintang 3 tipu skrg data pribadi privasi 3 kali daya telepon mengatasnamakan alodokter info darimana alodokter bobol mohon jaga privasi orang
"sebenernya saya baru download liat di youtube ehhh malah bayar. saya paling gak suka kalo apa apa itu bayar.... padahal saya cuman ingin bertanya gak minta di obatin, gak minta di kasih obat cuman tanya aja kok bayar sihhhh?????",2,0.0,0.0,Negative,47,sebenernya download liat youtube ehhh bayar gak suka kalo bayar cuman gak obatin gak kasih obat cuman bayar sihhhh,19,sebenernya download liat youtube ehhh bayar gak suka kalo bayar cuman gak obatin gak kasih obat cuman bayar sihhhh
penjelasannya jelas,5,0.0,0.0,Positive,2,penjelasannya,1,jelas
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
aplikasi matre,1,0.0,0.0,Negative,2,aplikasi matre,2,aplikasi matre
ini gimana ko di mbanking saya kesedot 39000 setelah ada seseorang mengatas nama kan sales alodokter?padahal udah saya uninstal aplikasi nya karna saya jarang pakai aplikasinya loh dan saya belum menyetujui udah berlangangan loh bisabisanya yaallah nyari duit yg halal napa,1,0.0,0.0,Negative,43,gimana ko mbanking kesedot 39000 mengatas nama sales alodokterpadahal udah uninstal aplikasi karna jarang pakai aplikasinya loh menyetujui udah berlangangan loh bisabisanya yaallah nyari duit halal napa,27,gimana ko mbanking sedot 39000 atas nama sales alodokterpadahal udah uninstal aplikasi karna jarang pakai aplikasi loh tuju udah berlangangan loh bisabisanya yaallah nyari duit halal napa
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
terimahkasih dokter,5,0.0,0.0,Positive,2,terimahkasih dokter,2,terimahkasih dokter
bermanfaat banget buat kita yg blm sempet dateng ke dokter bisa konsul by chat,5,0.0,0.0,Positive,14,bermanfaat banget blm sempet dateng dokter konsul by chat,9,manfaat banget blm sempet dateng dokter konsul by chat
nnya²gratis minta resep obat gratis terimakasih sangat membantu,5,0.0,0.0,Positive,8,nnya²gratis resep obat gratis terimakasih membantu,6,nnya gratis resep obat gratis terimakasih bantu
baik,5,0.0,0.0,Positive,1,,0,
sangat membantu dan bermanfaat,4,0.0,0.0,Positive,4,membantu bermanfaat,2,bantu manfaat
alodokter sangat membantu dan dr nya pun ramah dan sopan terima kasih alodokter,5,0.0,0.0,Positive,13,alodokter membantu dr ramah sopan terima kasih alodokter,8,alodokter bantu dr ramah sopan terima kasih alodokter
"sangat membantu sekali, semoga terus berkembang",5,0.0,0.0,Positive,7,membantu semoga berkembang,3,bantu moga kembang
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
puas,5,0.0,0.0,Positive,1,puas,1,puas
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
cukup membantu saran dan masukannya,4,0.0,0.0,Positive,5,membantu saran masukannya,3,bantu saran masuk
dokternya ramah banyak yang free pula,5,0.4,0.8,Positive,6,dokternya ramah free,3,dokter ramah free
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1,manfaat
puas,5,0.0,0.0,Positive,1,puas,1,puas
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu sekali tdk perlu repot skrg kalo sakit tinggal chat ke alodokter smua disolusikan dan obatnya ckp terjangkau,5,0.0,0.0,Positive,19,membantu tdk repot skrg kalo sakit tinggal chat alodokter smua disolusikan obatnya ckp terjangkau,14,bantu tdk repot skrg kalo sakit tinggal chat alodokter smua solusi obat ckp jangkau
bagus. sangat membantu,5,0.0,0.0,Positive,4,bagus membantu,2,bagus bantu
"terimakasih aplikasi alodokter,semoga dokter dokter selalu sehat aamiin",4,0.0,0.0,Positive,10,terimakasih aplikasi alodoktersemoga dokter dokter sehat aamiin,7,terimakasih aplikasi alodoktersemoga dokter dokter sehat aamiin
mau berhenti berlangganan karena saldo di potong 39 ribuan tiap bulan. padahal saya sudah tidak menggunakan aplikasi ini lagi... mohon bantuannya.. jangan di persulit..,1,0.0,0.0,Negative,28,berhenti berlangganan saldo potong 39 ribuan aplikasi mohon bantuannya persulit,10,henti langgan saldo potong 39 ribu aplikasi mohon bantu sulit
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
ini ada spam telfon terus kalo misal emang beneran dari alodok tolong dong tawarinnya lewat applikasi aja jangan lewat telfon mana tau data pribadi lagi harusnya kan ga tau.. tolong dong kesannya sekarang malah ga pecaya sama alodok,1,0.0,0.0,Negative,39,spam telfon kalo emang beneran alodok tolong tawarinnya applikasi telfon tau data pribadi ga tau tolong kesannya ga pecaya alodok,20,spam telfon kalo emang beneran alodok tolong tawarinnya applikasi telfon tau data pribadi ga tau tolong kesan ga pecaya alodok
sangat membantu dan bermanfaat salam sukses slalu,5,0.0,0.0,Positive,7,membantu bermanfaat salam sukses slalu,5,bantu manfaat salam sukses slalu
kalau bisa ga kasih bintang gw ga akan kasih bintang yah. gimana sih urusan yang 1 belum selesai 1 agen cs telp lagi ke gw omongin soal aplikasi alodokter. mending gini yah alodokter lu selesaiin dulu nih 1 masalah sampai tuntas jangan data customer lu sebarluaskan dong. mana lagi balasnya begini amat. gw ss loh yah. kesel loh gw. dan kalau lu mau menyelesaikan permasalahan jangan bilang maks 1x24 jam. gw diurus lebih dari 1x24 jam woyyy,1,0.0,0.0,Negative,84,ga kasih bintang gw ga kasih bintang yah gimana sih urusan 1 selesai 1 agen cs telp gw omongin aplikasi alodokter mending gini yah alodokter lu selesaiin nih 1 tuntas data customer lu sebarluaskan balasnya gw ss loh yah kesel loh gw lu menyelesaikan permasalahan bilang maks 1x24 jam gw diurus 1x24 jam woyyy,54,ga kasih bintang gw ga kasih bintang yah gimana sih urus 1 selesai 1 agen cs telp gw omongin aplikasi alodokter mending gin yah alodokter lu selesaiin nih 1 tuntas data customer lu sebarluaskan balas gw ss loh yah kesel loh gw lu selesai masalah bilang maks 1x24 jam gw urus 1x24 jam woyyy
minimal gratis tanya berapa hari belum sampai 5 hari sudah bayar,3,-0.1,0.6,Neutral,11,minimal gratis 5 bayar,4,minimal gratis 5 bayar
respon cepat dan sangat membantu,5,0.0,0.0,Positive,5,respon cepat membantu,3,respon cepat bantu
sangat menenangkan...,5,0.0,0.0,Positive,3,menenangkan,1,tenang
terimakasih sangat membantu,5,0.0,0.0,Positive,3,terimakasih membantu,2,terimakasih bantu
kenapa harus bayar sih,3,0.0,0.0,Neutral,4,bayar sih,2,bayar sih
good aplikasi,5,0.7,0.6000000000000001,Positive,2,good aplikasi,2,good aplikasi
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
saya ingin non aktifkan di alodokter soal nya saya tidak download aplikasi ini sblm nya saya terima kasih,2,0.0,0.0,Negative,18,non aktifkan alodokter download aplikasi sblm terima kasih,8,non aktif alodokter download aplikasi sblm terima kasih
"kebetulan lg ga enak badan, cobain chat dokternya responsif, obatnya cepat dianter, booking ke rs jg responnya cepat. top thank you!",5,0.625,0.5,Positive,26,lg ga enak badan cobain chat dokternya responsif obatnya cepat dianter booking rs jg responnya cepat top thank you,19,lg ga enak badan cobain chat dokter responsif obat cepat anter booking rs jg responnya cepat top thank you
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
"abis baca komen komen di sosmed takut sih ini aplikasi beneran penipuan atau gak. tips buat temen2 yang ketemu/ditelpon sama sales-nya, bener2 pastiin dan tanya sejelas2nya. ini program bagus cuma metode pembayarannya masih asing buat netizen dengan autodebet. akhirnya gue coba deh berlangganan buat sebulan ini. sumpah bermanfaat bgt sih. rekomen!",5,0.0,0.0,Positive,58,abis baca komen komen sosmed takut sih aplikasi beneran penipuan gak tips temen2 ketemuditelpon salesnya bener2 pastiin sejelas2nya program bagus metode pembayarannya asing netizen autodebet gue coba deh berlangganan sebulan sumpah bermanfaat bgt sih rekomen,35,abis baca komen komen sosmed takut sih aplikasi beneran tipu gak tips temen2 ketemuditelpon salesnya bener2 pastiin sejelas2nya program bagus metode bayar asing netizen autodebet gue coba deh langgan bulan sumpah manfaat bgt sih rekomen
"membantu untuk anak kos seperti saya yang jauh dari orang tua, dan mendapat saran serta obat apa yang harus saya minum. jazakallahu khair",5,0.0,0.0,Positive,25,membantu anak kos orang tua saran obat minum jazakallahu khair,10,bantu anak kos orang tua saran obat minum jazakallahu khair
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
mantap,1,0.0,0.0,Negative,1,mantap,1,mantap
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
"saya ingin non aktifkan auto debet langganan di alodokter. biar tiap bulan ga ada potongan2 yg tidak saya inginkan. alasan nya karena saya ga butuh aplikasih alodokter. saya terbiasa konsultan tentang penyakit secara offline. sya juga gk pernah memakai aplikasi tersebut dari awal download. sya hanya terpaksa download aplikasi tersebut karna niat bantu sales alodokter capai target, yg memang tidak terus terang dalam mempromosikan aplikasi alodokter ini. dan saya sangat kecewa dan tertipu. tks.",1,0.0,0.0,Negative,83,non aktifkan auto debet langganan alodokter biar ga potongan2 alasan ga butuh aplikasih alodokter terbiasa konsultan penyakit offline sya gk memakai aplikasi download sya terpaksa download aplikasi karna niat bantu sales alodokter capai target terang mempromosikan aplikasi alodokter kecewa tertipu tks,41,non aktif auto debet langgan alodokter biar ga potongan2 alas ga butuh aplikasih alodokter biasa konsultan sakit offline sya gk pakai aplikasi download sya paksa download aplikasi karna niat bantu sales alodokter capai target terang promosi aplikasi alodokter kecewa tipu tks
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
"blm ada pengalaman,, harapan kami semoga dengan adanya program alodokter bermanfaat buat kami .",3,0.0,0.0,Neutral,16,blm pengalaman harapan semoga program alodokter bermanfaat,7,blm alam harap moga program alodokter manfaat
pelayaaaanan nya cepaat dan sangat membantu,5,0.0,0.0,Positive,6,pelayaaaanan cepaat membantu,3,pelayaaaanan cepaat bantu
bagus sangat membantu,5,0.0,0.0,Positive,3,bagus membantu,2,bagus bantu
cukup membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat2 membatu sekali....terimakasih...,5,0.0,0.0,Positive,6,sangat2 membatu sekaliterimakasih,3,sangat2 batu sekaliterimakasih
"alodokter bagus saya suka,trimakasih dok sudah membantu saya",4,0.0,0.0,Positive,10,alodokter bagus sukatrimakasih dok membantu,5,alodokter bagus sukatrimakasih dok bantu
