content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
ramah,5,positive,positive,1,ramah,1,ramah
saya sgt menyukai apli ini,5,positive,positive,5,sgt menyukai apli,3,sgt suka apli
penjelasan sangat baik,5,positive,positive,3,penjelasan,1,jelas
terima kasih dokter atas konsulnya semoga james cepat sehat,5,neutral,positive,9,terima kasih dokter konsulnya semoga james cepat sehat,8,terima kasih dokter konsul moga james cepat sehat
dokter yg sangat ramah..god bless,5,negative,positive,7,dokter ramahgod bless,3,dokter ramahgod bless
"respon cepat, doktenya baik ",5,negative,positive,5,respon cepat doktenya,3,respon cepat doktenya
mantap,5,negative,positive,1,mantap,1,mantap
baik dan cepat dan ramah,5,positive,positive,5,cepat ramah,2,cepat ramah
dokternya ramahhh responya cepet,5,negative,positive,4,dokternya ramahhh responya cepet,4,dokter ramahhh responya cepet
cepat respon dengan saran yang tepat,5,negative,positive,6,cepat respon saran,3,cepat respon saran
doktenya sangat baik mnjawab dgn jelas dan detail setiap pertanyaan kami.,5,positive,positive,12,doktenya mnjawab dgn detail,4,doktenya mnjawab dgn detail
dokternya menjelaskan secara rinci,5,negative,positive,4,dokternya rinci,2,dokter rinci
penjelasa jelas dan mudah dimengerti,5,positive,positive,5,penjelasa mudah dimengerti,3,jasa mudah erti
"dokternya baik, ramah, tpi di dokter keburuhang mau nutup sesi chat,. pdhl pasienny ingin sekali konsul sepuasnya dok",4,negative,positive,22,dokternya ramah tpi dokter keburuhang nutup sesi chat pdhl pasienny konsul sepuasnya,12,dokter ramah tpi dokter keburuhang nutup sesi chat pdhl pasienny konsul puas
bagua,5,neutral,positive,1,bagua,1,bagua
sangat membantu,5,negative,positive,2,membantu,1,bantu
aplikasi yang berguna untuk masyarakat tnpa datang ke klinik,5,negative,positive,9,aplikasi berguna masyarakat tnpa klinik,5,aplikasi guna masyarakat tnpa klinik
chat hanya seputar pertanyaan ya dan tidak. disuruh isi data2 penting gabisa ngisi karna gabisa balas chatnya. tiba2 waktu habis karna kita ga balas chat. lha kek mana maksutnya? org kita gabisa balas chatnya ko di suruh balas. ku balas disini aja po?,1,negative,negative,49,chat seputar disuruh isi data2 gabisa ngisi karna gabisa balas chatnya tiba2 habis karna balas chat lha kek maksutnya org gabisa balas chatnya ko suruh balas ku balas po,29,chat putar suruh isi data2 gabisa ngisi karna gabisa balas chatnya tiba2 habis karna balas chat lha kek maksutnya org gabisa balas chatnya ko suruh balas ku balas po
semoga sabar dalam menghadapi berbagai karakter pasien ya dok ,5,negative,positive,9,semoga sabar menghadapi karakter pasien,5,moga sabar hadap karakter pasien
bagus sekali dan solutif,5,neutral,positive,4,bagus solutif,2,bagus solutif
puas dgn jawaban pak dokter dan semoga sy bsa sembuh dgn resep obat dari dokter,5,neutral,positive,15,puas dgn dokter semoga sy bsa sembuh dgn resep obat dokter,11,puas dgn dokter moga sy bsa sembuh dgn resep obat dokter
aplikasi tidak bermanfaat.. sudah bayar ujung²nya gak ada solusi dan di arahkan ke doketr terdekat..,1,positive,negative,17,aplikasi bermanfaat bayar ujung²nya solusi arahkan doketr terdekat,8,aplikasi manfaat bayar ujung nya solusi arah doketr dekat
ekspektasi obat tidak sama dengan yang di resepkan,3,positive,neutral,8,ekspektasi obat resepkan,3,ekspektasi obat resep
apakah yang dikatakan chikungynya sebenarnya,3,positive,neutral,5,chikungynya,1,chikungynya
doktr ramah dan puas,5,negative,positive,4,doktr ramah puas,3,doktr ramah puas
"dokter,saya baru saja oprasi usus buntu 40 hari yang lalu,kondisi tubuh sudah membaik,tapi masih kadang kadang ada nyeri ki perut kanan bawah,kenapa ya dok",1,neutral,negative,32,doktersaya oprasi usus buntu 40 lalukondisi tubuh membaiktapi kadang kadang nyeri ki perut kanan bawahkenapa,15,doktersaya oprasi usus buntu 40 lalukondisi tubuh membaiktapi kadang kadang nyeri ki perut kanan bawahkenapa
pelayanana/respon cepat,5,negative,positive,2,pelayananarespon cepat,2,pelayananarespon cepat
baik respons cpt,5,positive,positive,3,respons cpt,2,respons cpt
"an3h, setelan gboard ganti2 sendi4i",2,negative,negative,6,an3h setelan gboard ganti2 sendi4i,5,an3h setel gboard ganti2 sendi4i
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat puas,5,neutral,positive,2,puas,1,puas
"responnya sangat cepat, pelayanannya juga ramah",5,negative,positive,7,responnya cepat pelayanannya ramah,4,responnya cepat layan ramah
"sangat membantu , trimakasih dokter",5,positive,positive,5,membantu trimakasih dokter,3,bantu trimakasih dokter
sudah bayar mahal buat konsul dan beli obat tapi obat yg di pesan tidak kunjung datang,1,neutral,negative,16,bayar mahal konsul beli obat obat pesan kunjung,8,bayar mahal konsul beli obat obat pesan kunjung
tulisanya konsul gratis tpi semuanya bayar klo yang benar2 gak punya uang gimna .ke dokter aja gak bisa apalagi bayar gini ..,1,neutral,negative,22,tulisanya konsul gratis tpi bayar klo benar2 uang gimna dokter bayar gini,12,tulisanya konsul gratis tpi bayar klo benar2 uang gimna dokter bayar gin
dokternya baik ramah tanya jawabnya pokoknya terbaik,5,neutral,positive,7,dokternya ramah pokoknya terbaik,4,dokter ramah pokok baik
"jangan pernah gunakan aplikasi alodokter ini! saya daftar untuk kedokter mata & ternyata ditolak sedangkan saya sudah bayar sebesar 295.000 awalnya saya kira bila ditolak dana otomatis bisa langsung refund, seperti aplikasi gopay,ovo.ternyata untuk refund dana yg sudah kita bayar perlu waktu 7-14 hari kerja.ini uang cash yg masuk keaplikasi anda bila 1 juta orang yg ditolak dan refund dengan proses selama itu berapa banyak uang yg bisa anda putar2 dulu. benar2 merugikan klien! auto kapok !!!",1,positive,negative,85,aplikasi alodokter daftar kedokter mata ditolak bayar 295000 ditolak dana otomatis langsung refund aplikasi gopayovoternyata refund dana bayar 714 kerjaini uang cash masuk keaplikasi 1 juta orang ditolak refund proses uang putar2 benar2 merugikan klien auto kapok,37,aplikasi alodokter daftar dokter mata tolak bayar 295000 tolak dana otomatis langsung refund aplikasi gopayovoternyata refund dana bayar 714 kerjaini uang cash masuk aplikasi 1 juta orang tolak refund proses uang putar2 benar2 rugi klien auto kapok
sangat terjangkau,5,neutral,positive,2,terjangkau,1,jangkau
memberikan solusi pada pasien,5,negative,positive,4,solusi pasien,2,solusi pasien
respon cepat dan penjelasan bagus,5,negative,positive,5,respon cepat penjelasan bagus,4,respon cepat jelas bagus
sangat puas,5,neutral,positive,2,puas,1,puas
dokter kulit fatimah fitriani jelas detail.,5,neutral,positive,7,dokter kulit fatimah fitriani detail,5,dokter kulit fatimah fitriani detail
",,,,, rf",2,positive,negative,6,rf,1,rf
praktis tanpa harus keluar rumah .. terimakasih alodokter,5,positive,positive,8,praktis rumah terimakasih alodokter,4,praktis rumah terimakasih alodokter
"untuk konsultasi saya apresiasi penuh kinerja dari dokter nya, tapi sangat tidak disarankan untuk memesan obat via aloshop. sudah 1x24 jam, obat belum juga sampai (padahal disana sudah jelas menggunakan jasa pengiriman next day) sorry banget deh ",1,neutral,negative,42,konsultasi apresiasi penuh kinerja dokter disarankan memesan obat via aloshop 1x24 jam obat disana jasa pengiriman next day sorry deh,20,konsultasi apresiasi penuh kerja dokter saran mes obat via aloshop 1x24 jam obat sana jasa kirim next day sorry deh
"sangat membantu untuk information kesehatan berkonsultasi dng dr ,terimakasih good luck",4,positive,positive,12,membantu information kesehatan berkonsultasi dng terimakasih good luck,8,bantu information sehat konsultasi dng terimakasih good luck
apakah hernia boleh minum amoxilin /bencolan dikit pd kemaluan dan bisa sembuhgak,5,positive,positive,12,hernia minum amoxilin bencolan dikit pd kemaluan sembuhgak,8,hernia minum amoxilin bencol dikit pd malu sembuhgak
puass bgt konsulnya,5,negative,positive,3,puass bgt konsulnya,3,puass bgt konsul
sangat membantu,5,negative,positive,2,membantu,1,bantu
quick respon,5,neutral,positive,2,quick respon,2,quick respon
okll,4,neutral,positive,1,okll,1,okll
"udah saya bayar lalu saya bertanya terus gak ada respon gimana sih aplikasi ini , giliran di bayar cepat tiba jawaban gak ada respon ",1,neutral,negative,24,bayar respon gimana sih aplikasi giliran bayar cepat respon,9,bayar respon gimana sih aplikasi gilir bayar cepat respon
sangat jelas... terbantu sekali,5,positive,positive,5,terbantu,1,bantu
"dokternya baik,ramah dan sopan banget",5,neutral,positive,7,dokternya baikramah sopan,3,dokter baikramah sopan
terima kasih,5,neutral,positive,2,terima kasih,2,terima kasih
cepet respon nya udah gitu ramah dokter nya,5,positive,positive,8,cepet respon gitu ramah dokter,5,cepet respon gitu ramah dokter
"respon dokter nya lama, katanya selalu sedia 24 jam",1,neutral,negative,10,respon dokter sedia 24 jam,5,respon dokter sedia 24 jam
manjur,5,neutral,positive,1,manjur,1,manjur
puas dan dokter spesialis kulit orang nya ramah dan baik. semoga sehat selalu dok dalam lindungan tuhan yesus kristus.,5,neutral,positive,21,puas dokter spesialis kulit orang ramah semoga sehat lindungan tuhan yesus kristus,12,puas dokter spesialis kulit orang ramah moga sehat lindung tuhan yesus kristus
terimakasih dok,5,neutral,positive,2,terimakasih,1,terimakasih
jh. i i.,4,positive,positive,5,jh i i,3,jh i i
the besssttt,5,negative,positive,2,the besssttt,2,the besssttt
"baik,ramah,jawaban mudah d mgrti",5,neutral,positive,8,baikramahjawaban mudah d mgrti,4,baikramahjawaban mudah d mgrti
gw bayar konsul ke dokter bukan ke mesin,1,neutral,negative,8,gw bayar konsul dokter mesin,5,gw bayar konsul dokter mesin
cuma minus di responnya yg lwamaaaa bgtttt si nunggu dokternya...sampe 21 menit,4,neutral,positive,14,minus responnya lwamaaaa bgtttt si nunggu dokternyasampe 21 menit,9,minus responnya lwamaaaa bgtttt si nunggu dokternyasampe 21 menit
jos,5,neutral,positive,1,jos,1,jos
"sangat membatu ketika tengah malam,anak sakit.",5,negative,positive,9,membatu malamanak sakit,3,batu malamanak sakit
sangat bermanfaat terimakasih alodokter,4,positive,positive,4,bermanfaat terimakasih alodokter,3,manfaat terimakasih alodokter
respon cepat,5,neutral,positive,2,respon cepat,2,respon cepat
"sangat membantu,dan sangat puas",5,negative,positive,6,membantudan puas,2,membantudan puas
bagus,5,neutral,positive,1,bagus,1,bagus
respon cepat,5,neutral,positive,2,respon cepat,2,respon cepat
sangat bermanfaat,5,negative,positive,2,bermanfaat,1,manfaat
"masih mencoba , belum berhasil",3,positive,neutral,5,mencoba berhasil,2,coba hasil
2x konsultasi tapi gk pernah ada respon padahal saya udah bayar,1,neutral,negative,11,2x konsultasi gk respon bayar,5,2x konsultasi gk respon bayar
nice app,5,negative,positive,2,nice app,2,nice app
dokter nya baik. dan respon nya cepat. mksh dokter,5,negative,positive,11,dokter respon cepat mksh dokter,5,dokter respon cepat mksh dokter
mantab,5,neutral,positive,1,mantab,1,mantab
aplikasi ini sangat membantu bagi pasien yg hanya ingin konsultasi saja sebelum ke kunjungan ke dokter,5,positive,positive,16,aplikasi membantu pasien konsultasi kunjungan dokter,6,aplikasi bantu pasien konsultasi kunjung dokter
"pelayanan dokter cepet dan penjelasan lengkap, trimakasih alodokter",5,negative,positive,9,pelayanan dokter cepet penjelasan lengkap trimakasih alodokter,7,layan dokter cepet jelas lengkap trimakasih alodokter
"terimakasih dokter, sangat membantu ",5,negative,positive,5,terimakasih dokter membantu,3,terimakasih dokter bantu
detail penjelasannya,5,neutral,positive,2,detail penjelasannya,2,detail jelas
layanan cepat,5,negative,positive,2,layanan cepat,2,layan cepat
mohon maaf saya kasih dua dulu. karena saya baru kenal. semoga amanah.,2,neutral,negative,15,mohon maaf kasih kenal semoga amanah,6,mohon maaf kasih kenal moga amanah
sangat membantu respon ceapt,5,positive,positive,4,membantu respon ceapt,3,bantu respon ceapt
mantap,5,negative,positive,1,mantap,1,mantap
sangat puas,5,neutral,positive,2,puas,1,puas
"berkali kali sudah chat dokter berbeda di jawab seadanya tanpa penjelasan yang membuat sia2 , respon dokter seperti robot, blm sempat di jawab waktu sudah habis berulang kali verivikasi dan membayar menjadi sia sia tanpa jawaban",1,positive,negative,37,berkali kali chat dokter berbeda seadanya penjelasan sia2 respon dokter robot blm habis berulang kali verivikasi membayar sia sia,19,kali kali chat dokter beda ada jelas sia2 respon dokter robot blm habis ulang kali verivikasi bayar sia sia
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
sangat membantu banget,5,neutral,positive,3,membantu,1,bantu
aplikasi ini bagus sekali,5,negative,positive,4,aplikasi bagus,2,aplikasi bagus
penjelasan dokter yang sangat membantu,5,positive,positive,5,penjelasan dokter membantu,3,jelas dokter bantu
trims,5,neutral,positive,1,trims,1,trims
tolol tolol baru download mau chat suruh bayar sudah bayar terkontaminasi bukti bayar ada masih gk bisa chat juga malah disuruh bayar lagi kalau mau chat ,1,negative,negative,26,tolol tolol download chat suruh bayar bayar terkontaminasi bukti bayar gk chat disuruh bayar chat,15,tolol tolol download chat suruh bayar bayar kontaminasi bukti bayar gk chat suruh bayar chat
sangat membantu,4,negative,positive,2,membantu,1,bantu
"balesnya ktnya 2 mnt tp lama bgt,tp penjelasan dktr bagus",3,negative,neutral,12,balesnya ktnya 2 mnt tp bgttp penjelasan dktr bagus,9,balesnya ktnya 2 mnt tp bgttp jelas dktr bagus
ini ko saya mau login pake goggle gk bisa2,1,neutral,negative,9,ko login pake goggle gk bisa2,6,ko login pake goggle gk bisa2
mantap,5,negative,positive,1,mantap,1,mantap
obatnya gak dikirim kirim.kecewa saya,1,negative,negative,5,obatnya dikirim kirimkecewa,3,obat kirim kirimkecewa
terima kasih,4,neutral,positive,2,terima kasih,2,terima kasih
sangat informatif,5,neutral,positive,2,informatif,1,informatif
jgn ada 9⁹⁹4s: 8q gua hy6 y udh trt ada yg ya,5,neutral,positive,13,jgn 9⁹⁹4s 8q gua hy6 y udh trt,8,jgn 9 4s 8q gua hy6 y udh trt
nice,4,positive,positive,1,nice,1,nice
dr. fitri sangat tanggap dan paham kondisi penyakit pasien. saya suka.,5,neutral,positive,13,fitri tanggap paham kondisi penyakit pasien suka,7,fitri tanggap paham kondisi sakit pasien suka
saya ramah dan jelas,5,positive,positive,4,ramah,1,ramah
"ibu dokter yang ramah,semoga selalu melayani dg swtulus hati",5,neutral,positive,11,dokter ramahsemoga melayani dg swtulus hati,6,dokter ramahsemoga layan dg swtulus hati
kondultasi semua bayar,1,neutral,negative,3,kondultasi bayar,2,kondultasi bayar
pelayanan dr. sangat buruk.. biasanya baik cuma untuk hari ini sangt mengecewakan. pejelasannya tidak sesuai dengan pertanyaan saya,1,neutral,negative,20,pelayanan buruk sangt mengecewakan pejelasannya sesuai,6,layan buruk sangt kecewa jelas sesuai
"cari masalah apa gimana,udah di download masih iklan..",1,negative,negative,11,cari gimanaudah download iklan,4,cari gimanaudah download iklan
"dari sekian bnyak pertanyaan yg di jawab cuma 1, harus berulang2 tanya, tidak detail mnjelaskan, seperti mlas balas chat",4,positive,positive,22,sekian bnyak 1 berulang2 detail mnjelaskan mlas balas chat,9,sekian bnyak 1 berulang2 detail mnjelaskan mlas balas chat
terimakasih atas sarannya,5,neutral,positive,3,terimakasih sarannya,2,terimakasih saran
mksih,5,neutral,positive,1,mksih,1,mksih
penjelasannya dan saran sangat jelas dan mudah dipahami,5,positive,positive,8,penjelasannya saran mudah dipahami,4,jelas saran mudah paham
lumayan cuma di setiap pertanyaan gabisa milih 2 pilihan sekalinya gatau pilihannya yang mana jdi susah ngejelasinnya,4,negative,positive,17,lumayan gabisa milih 2 pilihan sekalinya gatau pilihannya jdi susah ngejelasinnya,11,lumayan gabisa milih 2 pilih sekali gatau pilih jdi susah ngejelasinnya
"ok, sangat membantu",5,positive,positive,4,ok membantu,2,ok bantu
tunggu chat dibales smpe skit kepala sm baterai lowbat  pdhal sdh bayar ..astagaaa,3,neutral,neutral,14,tunggu chat dibales smpe skit kepala sm baterai lowbat pdhal sdh bayar astagaaa,13,tunggu chat dibales smpe skit kepala sm baterai lowbat pdhal sdh bayar astagaaa
sangat membantu terimaksih buk dokter,5,positive,positive,5,membantu terimaksih buk dokter,4,bantu terimaksih buk dokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat membantu,4,negative,positive,2,membantu,1,bantu
sangattt baikkkk,5,neutral,positive,2,sangattt baikkkk,2,sangattt baikkkk
dokter nya ramah dan teliti. penjelasannya lengkap,5,neutral,positive,8,dokter ramah teliti penjelasannya lengkap,5,dokter ramah teliti jelas lengkap
terimakasih dok. dokternya baik ramah dan tidak slow respon,5,negative,positive,10,terimakasih dokternya ramah slow respon,5,terimakasih dokter ramah slow respon
"terlalu lama balasan nya, dan prabayar, tidak bisa di aplikasikan di negara indonesia, kenapa ? karena sebagian besar orang yg terkena penyakit adalah orang yg memiliki ekonomi menengah ke bawah, bagi orang yg memiliki penghasilan yg cukup mungkin bisa, tetapi bagi orang yang memiliki ekonomi ke bawah, saya pikir aplikasi dan model² seperti ini kurang pas, kalau memang aplikasi ini bisa diterapkan di masyarakat secara keseluruhan, kenapa tidak di bpjs kan saja untuk konsultasi 40-50rb,",1,positive,negative,84,balasan prabayar aplikasikan negara indonesia orang terkena penyakit orang memiliki ekonomi menengah orang memiliki penghasilan orang memiliki ekonomi pikir aplikasi model² pas aplikasi diterapkan masyarakat bpjs konsultasi 4050rb,28,balas prabayar aplikasi negara indonesia orang kena sakit orang milik ekonomi tengah orang milik hasil orang milik ekonomi pikir aplikasi model pas aplikasi terap masyarakat bpjs konsultasi 4050rb
sangat ramah,5,negative,positive,2,ramah,1,ramah
bagus pertanyaan-pertanyaannya,5,neutral,positive,2,bagus pertanyaanpertanyaannya,2,bagus pertanyaanpertanyaannya
"salah satu pilihan bagus saat terjepit waktu dan jarak, dan saat libur.",5,negative,positive,14,salah pilihan bagus terjepit jarak libur,6,salah pilih bagus jepit jarak libur
good information,4,negative,positive,2,good information,2,good information
bermanfaat,5,negative,positive,1,bermanfaat,1,manfaat
nyesel... gak bisa di verifikasi... aslinya sih gak mau kasik bintang tadinya...,1,negative,negative,15,nyesel verifikasi aslinya sih kasik bintang,6,nyesel verifikasi asli sih kasik bintang
"penjelasan jelas, rinci, dan runut. terima kasih, dokter!",5,positive,positive,13,penjelasan rinci runut terima kasih dokter,6,jelas rinci runut terima kasih dokter
"br mau donwload, udah capek nunggu menginstal tp gk bs bs udh batalin coba ulang lagi, setiap udh 100 persen gk bs menginstal",2,negative,negative,25,br donwload capek nunggu menginstal tp gk bs bs udh batalin coba ulang udh 100 persen gk bs menginstal,19,br donwload capek nunggu menginstal tp gk bs bs udh batalin coba ulang udh 100 persen gk bs menginstal
" buka di web kolom komunitas(forum) mau pencet  buat pertayaan malah ga bisa harus donwload. udah donwload, ga ada pilihan komunitas forum nya cuma ada chat(bayar), artikel, shop, buat janji & langganan.",1,negative,negative,43,buka web kolom komunitasforum pencet pertayaan donwload donwload pilihan komunitas forum chatbayar artikel shop janji langganan,16,buka web kolom komunitasforum pencet pertayaan donwload donwload pilih komunitas forum chatbayar artikel shop janji langgan
sangat membantu,5,negative,positive,2,membantu,1,bantu
trimksh dok pnjelasan bagus respon cpt,5,neutral,positive,6,trimksh pnjelasan bagus respon cpt,5,trimksh pnjelasan bagus respon cpt
"pelayanan yg cukup mengecewakan,, udah vaksin sampai dosis 3 bareng keluarga trus vaksin di desa tpi cuma saya yg hasil dri vaksin dosis 2 & 3 yg gk keluar banya dosis 1 terus saat diperiksa",1,neutral,negative,37,pelayanan mengecewakan vaksin dosis 3 bareng keluarga trus vaksin desa tpi hasil dri vaksin dosis 2 3 gk banya dosis 1 diperiksa,22,layan kecewa vaksin dosis 3 bareng keluarga trus vaksin desa tpi hasil dri vaksin dosis 2 3 gk banya dosis 1 periksa
respon baik,5,neutral,positive,2,respon,1,respon
"sangat bagus,dokternya ramah dan cepat direspon",5,neutral,positive,8,bagusdokternya ramah cepat direspon,4,bagusdokternya ramah cepat direspon
pelayanan dokternya terbaik,5,negative,positive,3,pelayanan dokternya terbaik,3,layan dokter baik
sangat terperinci penjelasannya ttg penyakit yang dalami.,5,neutral,positive,8,terperinci penjelasannya ttg penyakit dalami,5,perinci jelas ttg sakit dalam
respon cepat dan sangat membantu terimakasih dokter alodok.,5,negative,positive,9,respon cepat membantu terimakasih dokter alodok,6,respon cepat bantu terimakasih dokter alodok
"pengiriman gajelas. ga nyampe nyampe loh ini obat, padahal order lewat app ini kan brrti emg udh kaya urgent bgt butuhnya. tp pengirimannya lamaa banget sampe 1 minggu, ini aku pake pengiriman next day bukan next week.",1,positive,negative,42,pengiriman gajelas nyampe nyampe loh obat order app brrti emg udh kaya urgent bgt butuhnya tp pengirimannya lamaa sampe 1 minggu pake pengiriman next day next week,27,kirim gajelas nyampe nyampe loh obat order app brrti emg udh kaya urgent bgt butuh tp kirim lamaa sampe 1 minggu pake kirim next day next week
"terima kasih jd pertolongan pertama saat dokter terdekat tutup, thank u alo dok, semoga kedepannya ga mahal2 ya konsultasinya thank u",5,negative,positive,23,terima kasih jd pertolongan dokter terdekat tutup thank u alo semoga kedepannya mahal2 konsultasinya thank u,16,terima kasih jd tolong dokter dekat tutup thank u alo moga depan mahal2 konsultasi thank u
bgus,5,negative,positive,1,bgus,1,bgus
penjelasan dokter sgt detail dan tdk menjadikan overthingking,5,negative,positive,8,penjelasan dokter sgt detail tdk menjadikan overthingking,7,jelas dokter sgt detail tdk jadi overthingking
bagus,5,neutral,positive,1,bagus,1,bagus
lumayan untuk pengikut baru seperti saya,3,positive,neutral,6,lumayan pengikut,2,lumayan ikut
kaya bisa di tlp,3,neutral,neutral,4,kaya tlp,2,kaya tlp
"pelayanan nya benar"" buruk kenapa setiap konsul harus menunggu balasan lama sekali padahal kita bayar loh kita pun konsul dalam keadaan sakit dan kita konsul ingin mendapatkan penanganan yang lebih cepat di suruh nunggu balasan selama 1 menit tapi nyatanya bisa sampe 5 menit lebih tolong di perbaiki lagi",1,neutral,negative,50,pelayanan buruk konsul menunggu balasan bayar loh konsul sakit konsul penanganan cepat suruh nunggu balasan 1 menit sampe 5 menit tolong perbaiki,22,layan buruk konsul tunggu balas bayar loh konsul sakit konsul tangan cepat suruh nunggu balas 1 menit sampe 5 menit tolong baik
sangat bermanfaat,5,negative,positive,2,bermanfaat,1,manfaat
tidak bisa dipakai,3,negative,neutral,3,dipakai,1,pakai
bagus,5,neutral,positive,1,bagus,1,bagus
bagus,5,neutral,positive,1,bagus,1,bagus
mks dokter,5,negative,positive,2,mks dokter,2,mks dokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
bagus cara menjelaskannya,5,neutral,positive,3,bagus menjelaskannya,2,bagus jelas
tolong diperbaiki untuk maps apotik terdekat yg bekerjasama pengiriman obat juga mohon diperbaiki,4,positive,positive,13,tolong diperbaiki maps apotik terdekat bekerjasama pengiriman obat mohon diperbaiki,10,tolong baik maps apotik dekat bekerjasama kirim obat mohon baik
ini gak ada dokter yang kita chat gratis ya...harus bayar ya...soalnya waktu lalu masih bisa chat gratis gak perlu bayar,1,neutral,negative,24,dokter chat gratis yaharus bayar yasoalnya chat gratis bayar,9,dokter chat gratis yaharus bayar yasoalnya chat gratis bayar
respon cepat dan smart,5,negative,positive,4,respon cepat smart,3,respon cepat smart
"aplikasi nya suka error, yuk diperbaiki errornya...",5,negative,positive,9,aplikasi suka error yuk diperbaiki errornya,6,aplikasi suka error yuk baik errornya
dokternya ramah dan penjelasannya jelas.,5,negative,positive,6,dokternya ramah penjelasannya,3,dokter ramah jelas
cepat dan mudah,5,negative,positive,3,cepat mudah,2,cepat mudah
cepat responnya dan sgt bagus penjelasannya,5,neutral,positive,6,cepat responnya sgt bagus penjelasannya,5,cepat responnya sgt bagus jelas
jelas detail,5,positive,positive,2,detail,1,detail
aplikasi yang sangat membantu sekali,5,neutral,positive,5,aplikasi membantu,2,aplikasi bantu
bagus,5,neutral,positive,1,bagus,1,bagus
sangat membantu,5,negative,positive,2,membantu,1,bantu
"sangat kecewa sama aplikasi ini pada hari ini. padahal masih dalam chat berbayar, tapi ditungguin balasan demi balasan sampai 30 menit ga ada juga. akhirnya ke tutup sendiri chat itu. yang bener aje! rugi dong!!",1,neutral,negative,42,kecewa aplikasi chat berbayar ditungguin balasan balasan 30 menit tutup chat bener aje rugi,14,kecewa aplikasi chat bayar ditungguin balas balas 30 menit tutup chat bener aje rugi
btvr t vg r vvv vrv dd di td d fcrcccvr r ggtttttbttgtvftgff ff f fv f ff f ff f rf fff ff f f f ff f d fc t. nanti be so .s ct nn ehhh rct. tr fff itu f f r f r rrv bbbvvffrvrvfvggtg. t.,4,neutral,positive,54,btvr t vg r vvv vrv dd td d fcrcccvr r ggtttttbttgtvftgff ff f fv f ff f ff f rf fff ff f f f ff f d fc t be so s ct nn ehhh rct tr fff f f r f r rrv bbbvvffrvrvfvggtg t,48,btvr t vg r vvv vrv dd td d fcrcccvr r ggtttttbttgtvftgff ff f fv f ff f ff f rf fff ff f f f ff f d fc t be so s ct nn ehhh rct tr fff f f r f r rrv bbbvvffrvrvfvggtg t
membatu saya yang punya beberapa trauma kesehatan sehingga bisa konsultasi kapan saja mengenai gejala dan obat,5,positive,positive,16,membatu trauma kesehatan konsultasi gejala obat,6,batu trauma sehat konsultasi gejala obat
"ramah, penjelasan nya baik",5,negative,positive,5,ramah penjelasan,2,ramah jelas
aplikasi komersil banget. mau chat aja berbayar. auto uninstall. kopet,1,positive,negative,13,aplikasi komersil chat berbayar auto uninstall kopet,7,aplikasi komersil chat bayar auto uninstall kopet
sangat luar biasa dgn biaya terjangkau bisa konsultasi dengan nyaman dan sangat terbantu,5,negative,positive,13,dgn biaya terjangkau konsultasi nyaman terbantu,6,dgn biaya jangkau konsultasi nyaman bantu
dokternya gak tau apa2 blass. selalu sarannya hubungi dokter...dst... percuma adakan aplikasi ini cuma buang2 waktu saja. dan kebanyakan doker yg muncul diaplikasi ini dokter yg gak laku di manapun,1,positive,negative,35,dokternya tau apa2 blass sarannya hubungi dokterdst adakan aplikasi buang2 kebanyakan doker muncul diaplikasi dokter laku manapun,17,dokter tau apa2 blass saran hubung dokterdst adakan aplikasi buang2 banyak doker muncul aplikasi dokter laku mana
selamat paga dok. saya lupa suntik insulin . apakah boleh saya suntik sekarang? biasanya setiap jam 10 malam. mohon penjelasannya. terimakasih dok.,5,neutral,positive,27,selamat paga lupa suntik insulin suntik jam 10 malam mohon penjelasannya terimakasih,12,selamat paga lupa suntik insulin suntik jam 10 malam mohon jelas terimakasih
"setiap ada apa2, alodokter pilihan saya, untuk menangani semua keluhan saya, anak dan orang2 di sekitar saya. terimakasih banyak alodokter",5,negative,positive,24,apa2 alodokter pilihan menangani keluhan anak orang2 terimakasih alodokter,9,apa2 alodokter pilih tangan keluh anak orang2 terimakasih alodokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
okey . . banget ,5,neutral,positive,4,okey,1,okey
responnya cepat dan jelas,5,negative,positive,4,responnya cepat,2,responnya cepat
"respons ya sangat lama.. sudah di tunggu"".. tiba"" ditutup pesannya dokternya offline..",1,neutral,negative,17,respons tunggu ditutup pesannya dokternya offline,6,respons tunggu tutup pesan dokter offline
sangat membantu.,5,neutral,positive,3,membantu,1,bantu
dokternya sngt ramah baik sgt jls teliti,5,negative,positive,7,dokternya sngt ramah sgt jls teliti,6,dokter sngt ramah sgt jls teliti
dokter membalas dan merespon dengan baik dan cepat,5,negative,positive,8,dokter membalas merespon cepat,4,dokter balas merespon cepat
mantap,5,negative,positive,1,mantap,1,mantap
sangat membantu dikala panik karna belum sempet ke dokter.,5,negative,positive,10,membantu dikala panik karna sempet dokter,6,bantu kala panik karna sempet dokter
