content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
baik,5,negative,positive,1,,0
bagus,5,neutral,positive,1,bagus,1
sangat bagus bisa dapat info ttg kesehatan ,5,negative,positive,7,bagus info ttg kesehatan,4
"cepat, mudah dan efesiensi waktu",5,positive,positive,6,cepat mudah efesiensi,3
dr sangat baik membatu sekali,5,positive,positive,5,membatu,1
dokter menjawab dgn totalitas,5,negative,positive,4,dokter dgn totalitas,3
mantap btul...,5,negative,positive,3,mantap btul,2
sangat ramah dan baik,5,positive,positive,4,ramah,1
"keterangan jawaban dari dokternya mudah dipahami, fast respon",4,positive,positive,9,keterangan dokternya mudah dipahami fast respon,6
"sangat membantu ,dokter menjelaskan dengan sangat baik ",5,neutral,positive,8,membantu dokter,2
cepat respont . sangat detail . dan ok,5,positive,positive,8,cepat respont detail ok,4
terimakasih ya dok suyanti sudah mau cepat dan baik menanggapi saya,5,neutral,positive,11,terimakasih suyanti cepat menanggapi,4
sat puas. dan baik,5,neutral,positive,5,sat puas,2
"parah nih gak kaya apk sebelah, ini pas lg chat gak ada jawaban selama.10 menit langsung menghilang aja, keren banget ya ambil keuntungannya!!!!",1,neutral,negative,29,parah nih kaya apk sebelah pas lg chat selama10 menit langsung menghilang keren ambil keuntungannya,15
oke,5,neutral,positive,1,oke,1
membantu sekali,5,negative,positive,2,membantu,1
dokter ramah,4,negative,positive,2,dokter ramah,2
"pengiriman obat gak jelas,masak hampir 24 jam harus nahan sakit krn obat blm datang.padahal dikota sini banyak apotik besar,knp dikirim dr luar kota.",1,negative,negative,28,pengiriman obat jelasmasak 24 jam nahan sakit krn obat blm datangpadahal dikota apotik besarknp dikirim kota,16
"mudah di pahami, doktenya baik, dan cepat balasnya",5,positive,positive,10,mudah pahami doktenya cepat balasnya,5
tidak informasi. mengecewakan,1,neutral,negative,4,informasi mengecewakan,2
"sangat membantu, dokternya cepat respon .",5,negative,positive,7,membantu dokternya cepat respon,4
"respon dokternya cepat banget , sangat membantu sekali ",5,negative,positive,8,respon dokternya cepat membantu,4
kukira gratis untuk masyarakat ujung ujungnya malah bayar dahlah kesebelah aja,1,neutral,negative,11,kukira gratis masyarakat ujung ujungnya bayar dahlah kesebelah,8
"aplikasi gembel sudah masukan kode otp tidak bisa next, stuck di otpt",1,negative,negative,13,aplikasi gembel masukan kode otp next stuck otpt,8
"cepat respot ,baik",5,positive,positive,4,cepat respot,2
tiba2 autodebit 49k pdahal saya ga pernah daftar apa apa,1,positive,negative,10,tiba2 autodebit 49k pdahal daftar,5
oke,5,neutral,positive,1,oke,1
sejauh ini bagus sih dokternya,5,negative,positive,5,bagus sih dokternya,3
pelayanan yg sangat baik dalam kesehatan,5,negative,positive,6,pelayanan kesehatan,2
sangat membantu,5,negative,positive,2,membantu,1
responnya cepat dan sangat terbantu,5,negative,positive,5,responnya cepat terbantu,3
"saya pesan obat bayar transfer bank malah gagal ,ajukan refund sudah trs penahanan dana 3 hri kerja blm tanggal libur serta merah gk dihitung dan belum dikembalikan sampe sekarang,tidak jujur tidak bertanggung jawab ,kecewa banget jadinya kapok",1,neutral,negative,41,pesan obat bayar transfer bank gagal ajukan refund trs penahanan dana 3 hri kerja blm tanggal libur merah gk dihitung dikembalikan sampe sekarangtidak jujur bertanggung kecewa kapok,27
lebih mempersulit orang lain,1,neutral,negative,4,mempersulit orang,2
dokter sangat baikk,5,positive,positive,3,dokter baikk,2
kami senang dengan pelayanan allo dr yang sangat membatu untuk kesehatan sekluarga kami dengan pelayanan yang sangat baik dan berguna bagi penguna nya apa ini membantu(ya) (tidak),3,neutral,neutral,32,senang pelayanan allo membatu kesehatan sekluarga pelayanan berguna penguna membantuya,10
good lah,5,neutral,positive,2,good,1
sangat puas dg jwban dri dokter,5,positive,positive,6,puas dg jwban dri dokter,5
sangat membantu,5,negative,positive,2,membantu,1
sangat membantu,5,negative,positive,2,membantu,1
membantu,5,negative,positive,1,membantu,1
respon sangat baik,5,negative,positive,3,respon,1
"respon cepat, penjelasan jelas dan memuaskan",5,neutral,positive,7,respon cepat penjelasan memuaskan,4
bagus,4,neutral,positive,1,bagus,1
masih terpitong krn salah pencet,5,negative,positive,5,terpitong krn salah pencet,4
best,5,neutral,positive,1,best,1
bagus dokter nya sangat informatif dan baik penjelasannya,5,neutral,positive,8,bagus dokter informatif penjelasannya,4
mendidik informatif,5,neutral,positive,2,mendidik informatif,2
dokter nya cepat banget balas nya..mantap,5,neutral,positive,8,dokter cepat balas nyamantap,4
"respons cepat, mudah²an sembuh. thanks dok",5,negative,positive,8,respons cepat mudah²an sembuh thanks,5
dokter responx cepat dan ramah,5,negative,positive,5,dokter responx cepat ramah,4
terima kasih dok informasi dan bantuanya,4,neutral,positive,6,terima kasih informasi bantuanya,4
"puas,,dengan semua jawaban dokter",5,neutral,positive,6,puasdengan dokter,2
"sy suka aplikasi ini, untuk bisa tau macam macam penyakit terima kasih",5,neutral,positive,13,sy suka aplikasi tau penyakit terima kasih,7
aplikasi responsif dan mudah digunakan,5,neutral,positive,5,aplikasi responsif mudah,3
baik,5,negative,positive,1,,0
good,5,neutral,positive,1,good,1
apakah dexanta aman untuk ibu menyusui,5,positive,positive,6,dexanta aman menyusui,3
fitur untuk menghapus percakapan konsultasi yang lebih dari satu tahun tidak ada. tolong sediakan,3,negative,neutral,15,fitur menghapus percakapan konsultasi tolong sediakan,6
pertanyaan di jawab dengan baik,5,positive,positive,5,,0
sangat membantu,5,negative,positive,2,membantu,1
cukup jelas,5,positive,positive,2,,0
"gak bakal pakai alodokter lagi, jawabannya terlalu umum dan kurang spesifik jawabnya cuma ya tidak ya tidak doang, terkesan menyepelekan biaya yang sudah di keluarkan untuk membayarnya, udah gitu sesi bertanya jawabnya juga terbatas banget paling 20 menit udh di close ama dokternya gak ramah juga. terimakasih ini review jujur karena duit yang di keluarkan tidak sebanding dengan pelayanan dan tidak konsultasi maximal, padahal sudah nyoba 2x yg prtma buruk, nyoba lagi kedua tetap aja buruk!",1,neutral,negative,83,pakai alodokter jawabannya spesifik doang terkesan menyepelekan biaya keluarkan membayarnya gitu sesi terbatas 20 menit udh close ama dokternya ramah terimakasih review jujur duit keluarkan sebanding pelayanan konsultasi maximal nyoba 2x prtma buruk nyoba buruk,35
tidak ada konsul free buat pengguna pertama,1,negative,negative,7,konsul free pengguna,3
semakim gak jelassssssss pelayanan burukkkkkkk. chat dianggurin 20menit anjaaay bener2 duit gue terbuang siang2 jawaban semuanya template,1,neutral,negative,18,semakim jelassssssss pelayanan burukkkkkkk chat dianggurin 20menit anjaaay bener2 duit gue terbuang siang2 template,14
cepat dan akurat..saya sangat puassss,5,negative,positive,7,cepat akuratsaya puassss,3
bintang 1... terlalu mahal,1,negative,negative,5,bintang 1 mahal,3
butut tukang tolak pesanan,1,neutral,negative,4,butut tukang tolak pesanan,4
respon cepat,3,neutral,neutral,2,respon cepat,2
aplikasi apa ini ketika saya ingin bertanya pada dokter harus pesan obat atau membayar tapi seharusnya bertanya dulu apakah penyakit nya eh malah harus pesan obat atau membayar ya cuman ituya saya kasi bintang 1 terimahkasih,1,negative,negative,36,aplikasi dokter pesan obat membayar penyakit eh pesan obat membayar cuman ituya kasi bintang 1 terimahkasih,16
"lamaaaaaa responyaaaaaa chat payaah... padahal memilih aplikasi online biar lebih cepat konsul, ini malah lamaaa.",1,negative,negative,18,lamaaaaaa responyaaaaaa chat payaah memilih aplikasi online biar cepat konsul lamaaa,11
konsultasi yang sangat nyaman dan paham di mengerti,5,positive,positive,8,konsultasi nyaman paham mengerti,4
sudah tahunan berlangganan emang oke banget untuk tindakan pertama dan konsultasi kesehatan,5,positive,positive,12,tahunan berlangganan emang oke tindakan konsultasi kesehatan,7
"respon dokter sangat lama. sudah bayar, setelah nunggu balesan chat tidak dibalas-balas oleh dokter, otomatis uang yg dibayarkan hangus tapi tidak mendapat respon apapun. menyesal menggunakan app alodokter.",2,negative,negative,33,respon dokter bayar nunggu balesan chat dibalasbalas dokter otomatis uang dibayarkan hangus respon apapun menyesal app alodokter,17
baik,5,negative,positive,1,,0
terimakasih dokter. semoga bermanfaat untuk suami. dan segera diberikan kesembuhan. aamiin.,5,positive,positive,15,terimakasih dokter semoga bermanfaat suami kesembuhan aamiin,7
dokternya ramah,5,negative,positive,2,dokternya ramah,2
bagus banget,5,neutral,positive,2,bagus,1
dokter nya ramah sekali,5,negative,positive,4,dokter ramah,2
alhamdulilah dokter nya ramah,5,neutral,positive,4,alhamdulilah dokter ramah,3
bagus,5,neutral,positive,1,bagus,1
oke,5,neutral,positive,1,oke,1
"sangat membantu ,, penjelasannya dpt di mengerti",4,neutral,positive,8,membantu penjelasannya dpt mengerti,4
sangar membantu,5,neutral,positive,2,sangar membantu,2
"sangat membantu banget,trima kasih dom",5,neutral,positive,7,membantu bangettrima kasih dom,4
"konsultasi dengan dokter lancar, namun tebus obat resep dipilihkan jauh dari kota saya, saya di surabaya namun dipilihkan apotek di kota blitar. butuh waktu 2-3 hari sampai. sudah chat via wa ke cs namun hanya di info otomatis dipilih oleh sistem karena ketersediaan obat. maaf alodokter, saya lebih baik pakai aplikasi sebelah yang warna merah. terima kasih",1,negative,negative,64,konsultasi dokter lancar tebus obat resep dipilihkan kota surabaya dipilihkan apotek kota blitar butuh 23 chat via wa cs info otomatis dipilih sistem ketersediaan obat maaf alodokter pakai aplikasi sebelah warna merah terima kasih,34
dokter sangat ramah dan memberi penjelasan dgn baik serta mudah dipahami,5,neutral,positive,11,dokter ramah penjelasan dgn mudah dipahami,6
"dr nya ramah, fast respon. trimaksih dok",5,negative,positive,9,ramah fast respon trimaksih,4
terbaik,5,neutral,positive,1,terbaik,1
bagus,5,neutral,positive,1,bagus,1
saya tidak menggunakan ini kenapa saya kena potongan debit 49000..guna pun gak buat saya..klo bgni saya akan buat laporan tntang apk ini,1,neutral,negative,26,kena potongan debit 49000guna sayaklo bgni laporan tntang apk,9
"dulu gratis, sekarang berbayar jadi malas",3,negative,neutral,7,gratis berbayar malas,3
ok,5,neutral,positive,1,ok,1
"terimakasih, alodokter bikin aku percaya diri lagi. dokternya pun ramah dan baik2 bgt. kasih penjelasannya sangat mudah dimengerti",4,positive,positive,21,terimakasih alodokter bikin percaya dokternya ramah baik2 bgt kasih penjelasannya mudah dimengerti,12
"di aplikasi status dokter nya online, tau nya setelah bayar biaya chat nya tiba2 dokter nya offline terus suruh cari dokter lain nya tetapi harus bayar lgi.",2,neutral,negative,29,aplikasi status dokter online tau bayar biaya chat tiba2 dokter offline suruh cari dokter bayar lgi,16
bgus respon cpat trima kasih dokter,5,negative,positive,6,bgus respon cpat trima kasih dokter,6
baik ibuk nya,5,positive,positive,3,ibuk,1
alhamdulillah semua pertanyaan di jawap,5,positive,positive,5,alhamdulillah jawap,2
sangat baik,5,negative,positive,2,,0
jelas,5,negative,positive,1,,0
terima kasih dok,4,neutral,positive,3,terima kasih,2
respon sangat baik dan cepat,5,negative,positive,5,respon cepat,2
alhamdulillah pelayanannya sangat bagus dan cepat,5,negative,positive,6,alhamdulillah pelayanannya bagus cepat,4
"obatnya epilepsi apa ya dong, tolong dong dibantu?? tolong kasih tau dokter",5,positive,positive,15,obatnya epilepsi tolong dibantu tolong kasih tau dokter,8
mantab,5,neutral,positive,1,mantab,1
"aplikasi buruk, saya sedang sakit di jogja dikirim obatnya dari malang durasi pengiriman 2 hari, pelayanan sangat konyol!!! jangan pakai alodokter, bahaya, hanya bikin kecewa saja..",1,positive,negative,34,aplikasi buruk sakit jogja dikirim obatnya malang durasi pengiriman 2 pelayanan konyol pakai alodokter bahaya bikin kecewa,17
membantu segala kondisi,5,positive,positive,3,membantu kondisi,2
pelayanan yg baik,5,negative,positive,3,pelayanan,1
terimakasih dok,2,neutral,negative,2,terimakasih,1
"bagus, ramah, ,baik",5,neutral,positive,6,bagus ramah,2
puas trmksh dktr,5,positive,positive,3,puas trmksh dktr,3
hehe,1,neutral,negative,1,hehe,1
sangat membantu,5,negative,positive,2,membantu,1
baik,5,negative,positive,1,,0
respon cepat,5,neutral,positive,2,respon cepat,2
jelek. lola. nunvgu obat lama. trus gag dateng obat nya. tpi nungguin berjam jam. ayolahhh ini pelayanan kesehatan lho.,1,negative,negative,25,jelek lola nunvgu obat trus gag dateng obat tpi nungguin berjam jam ayolahhh pelayanan kesehatan lho,16
respon lama sekali sampe 1 jam gaada responn!!!!,1,neutral,negative,12,respon sampe 1 jam gaada responn,6
"terimakasih ibu. dokter tania maulani, sp.m jawaban nya sudah jelas dan sangat membantu. respon cepat langsung di balas.",5,positive,positive,22,terimakasih dokter tania maulani spm membantu respon cepat langsung balas,10
sangat membantu,5,negative,positive,2,membantu,1
sangat baik,5,negative,positive,2,,0
yah berbayar sih cuman nanya itu doank gk banyak kok hmm kenapa sihh,3,neutral,neutral,13,yah berbayar sih cuman nanya doank gk hmm sihh,9
sangat puas dengan jawaban dr cepat dan lengkap,5,negative,positive,8,puas cepat lengkap,3
"pertama kali konsultasi, respon cepat. semoga cocok dengan resep obatnya.",5,neutral,positive,13,kali konsultasi respon cepat semoga cocok resep obatnya,8
sangat membantu coba ada dr tht lain di daerah kami cuma ada 1dr itupun selalu cuti biar klo lagi urgent gini bisa langsung di tanganin dr ,5,negative,positive,26,membantu coba tht daerah 1dr itupun cuti biar klo urgent gini langsung tanganin,13
pelayanan yg baik,5,negative,positive,3,pelayanan,1
luvv bangett super super jelas,5,negative,positive,5,luvv bangett super super,4
dokternya baik dan ramah penjelasan nya pun sangat jelas,5,negative,positive,9,dokternya ramah penjelasan,3
tanggapan cepat dan sangat membantu,5,negative,positive,5,tanggapan cepat membantu,3
"waktu chat dokter sempit dan tidak ada notifikasi, hub cs berharap dpt solusi ternyata csnya agak menyebalkan, terakhir pake app ini hari ini, tadi udh uninstall, trims",1,neutral,negative,31,chat dokter sempit notifikasi hub cs berharap dpt solusi csnya menyebalkan pake app udh uninstall trims,16
sangat puas,5,neutral,positive,2,puas,1
balas chat nya agak lama ya. thx,4,negative,positive,8,balas chat thx,3
bagus utk edukasinya,4,neutral,positive,3,bagus utk edukasinya,3
sangat membantu dan respon sangat cepat,5,negative,positive,6,membantu respon cepat,3
"respon nya sangat baik, di jelaskan sampai detail. sangat memuaskan sekali",5,positive,positive,13,respon detail memuaskan,3
dok maf sy mw tanya jika suntik kb 3 bulan .mulai tanggal 26 november 2023 sy harus balik lagi kpn dok,3,negative,neutral,21,maf sy mw suntik kb 3 tanggal 26 november 2023 sy kpn,12
nice,5,positive,positive,1,nice,1
terima kasih bu dokter,5,negative,positive,4,terima kasih bu dokter,4
"ternyata pake aplikasi ini, kena biaya admin 55rb saat berobat di rs lira medika karawang dan kwintasi terpisah dengan biaya total berobat, dan anehnya di aplikasi tidak ada pemberitahuan dahulu klo kena biaya admin 55rb",1,negative,negative,37,pake aplikasi kena biaya admin 55rb berobat rs lira medika karawang kwintasi terpisah biaya total berobat anehnya aplikasi pemberitahuan klo kena biaya admin 55rb,24
ramah dan cepat,5,negative,positive,3,ramah cepat,2
penjelasannya sangat baik... insya allah bisa sembuh,5,positive,positive,8,penjelasannya insya allah sembuh,4
kurang puas dg jawaban2nya,3,positive,neutral,4,puas dg jawaban2nya,3
respon dokter nya cepat & baik,5,negative,positive,6,respon dokter cepat,3
makash dok,4,negative,positive,2,makash,1
cukup membantu,4,negative,positive,2,membantu,1
"alhamdulillah membantu juga, untuk melakukan tindak@n berikut",5,positive,positive,10,alhamdulillah membantu tindakn,3
sangat sangat baik dan jelas,5,negative,positive,5,,0
bagaimana cara atasi maag kronis dgn obat herbal,2,neutral,negative,8,atasi maag kronis dgn obat herbal,6
bagus ,5,neutral,positive,1,bagus,1
baguss manfaat banget aplikasinya,5,neutral,positive,4,baguss manfaat aplikasinya,3
terima kasih dok saran ny,5,neutral,positive,5,terima kasih saran ny,4
terima kasih ulasanya sangat membantu,5,neutral,positive,5,terima kasih ulasanya membantu,4
ramah,5,positive,positive,1,ramah,1
saya sgt menyukai apli ini,5,positive,positive,5,sgt menyukai apli,3
penjelasan sangat baik,5,positive,positive,3,penjelasan,1
terima kasih dokter atas konsulnya semoga james cepat sehat,5,neutral,positive,9,terima kasih dokter konsulnya semoga james cepat sehat,8
dokter yg sangat ramah..god bless,5,negative,positive,7,dokter ramahgod bless,3
"respon cepat, doktenya baik ",5,negative,positive,5,respon cepat doktenya,3
mantap,5,negative,positive,1,mantap,1
baik dan cepat dan ramah,5,positive,positive,5,cepat ramah,2
dokternya ramahhh responya cepet,5,negative,positive,4,dokternya ramahhh responya cepet,4
cepat respon dengan saran yang tepat,5,negative,positive,6,cepat respon saran,3
doktenya sangat baik mnjawab dgn jelas dan detail setiap pertanyaan kami.,5,positive,positive,12,doktenya mnjawab dgn detail,4
dokternya menjelaskan secara rinci,5,negative,positive,4,dokternya rinci,2
penjelasa jelas dan mudah dimengerti,5,positive,positive,5,penjelasa mudah dimengerti,3
"dokternya baik, ramah, tpi di dokter keburuhang mau nutup sesi chat,. pdhl pasienny ingin sekali konsul sepuasnya dok",4,negative,positive,22,dokternya ramah tpi dokter keburuhang nutup sesi chat pdhl pasienny konsul sepuasnya,12
bagua,5,neutral,positive,1,bagua,1
luar biasa,5,neutral,positive,2,,0
sangat membantu,5,negative,positive,2,membantu,1
aplikasi yang berguna untuk masyarakat tnpa datang ke klinik,5,negative,positive,9,aplikasi berguna masyarakat tnpa klinik,5
chat hanya seputar pertanyaan ya dan tidak. disuruh isi data2 penting gabisa ngisi karna gabisa balas chatnya. tiba2 waktu habis karna kita ga balas chat. lha kek mana maksutnya? org kita gabisa balas chatnya ko di suruh balas. ku balas disini aja po?,1,negative,negative,49,chat seputar disuruh isi data2 gabisa ngisi karna gabisa balas chatnya tiba2 habis karna balas chat lha kek maksutnya org gabisa balas chatnya ko suruh balas ku balas po,29
semoga sabar dalam menghadapi berbagai karakter pasien ya dok ,5,negative,positive,9,semoga sabar menghadapi karakter pasien,5
bagus sekali dan solutif,5,neutral,positive,4,bagus solutif,2
puas dgn jawaban pak dokter dan semoga sy bsa sembuh dgn resep obat dari dokter,5,neutral,positive,15,puas dgn dokter semoga sy bsa sembuh dgn resep obat dokter,11
aplikasi tidak bermanfaat.. sudah bayar ujung²nya gak ada solusi dan di arahkan ke doketr terdekat..,1,positive,negative,17,aplikasi bermanfaat bayar ujung²nya solusi arahkan doketr terdekat,8
ekspektasi obat tidak sama dengan yang di resepkan,3,positive,neutral,8,ekspektasi obat resepkan,3
apakah yang dikatakan chikungynya sebenarnya,3,positive,neutral,5,chikungynya,1
doktr ramah dan puas,5,negative,positive,4,doktr ramah puas,3
"dokter,saya baru saja oprasi usus buntu 40 hari yang lalu,kondisi tubuh sudah membaik,tapi masih kadang kadang ada nyeri ki perut kanan bawah,kenapa ya dok",1,neutral,negative,32,doktersaya oprasi usus buntu 40 lalukondisi tubuh membaiktapi kadang kadang nyeri ki perut kanan bawahkenapa,15
pelayanana/respon cepat,5,negative,positive,2,pelayananarespon cepat,2
baik respons cpt,5,positive,positive,3,respons cpt,2
"an3h, setelan gboard ganti2 sendi4i",2,negative,negative,6,an3h setelan gboard ganti2 sendi4i,5
sangat membantu,5,negative,positive,2,membantu,1
sangat puas,5,neutral,positive,2,puas,1
"responnya sangat cepat, pelayanannya juga ramah",5,negative,positive,7,responnya cepat pelayanannya ramah,4
"sangat membantu , trimakasih dokter",5,positive,positive,5,membantu trimakasih dokter,3
sudah bayar mahal buat konsul dan beli obat tapi obat yg di pesan tidak kunjung datang,1,neutral,negative,16,bayar mahal konsul beli obat obat pesan kunjung,8
tulisanya konsul gratis tpi semuanya bayar klo yang benar2 gak punya uang gimna .ke dokter aja gak bisa apalagi bayar gini ..,1,neutral,negative,22,tulisanya konsul gratis tpi bayar klo benar2 uang gimna dokter bayar gini,12
dokternya baik ramah tanya jawabnya pokoknya terbaik,5,neutral,positive,7,dokternya ramah pokoknya terbaik,4
"jangan pernah gunakan aplikasi alodokter ini! saya daftar untuk kedokter mata & ternyata ditolak sedangkan saya sudah bayar sebesar 295.000 awalnya saya kira bila ditolak dana otomatis bisa langsung refund, seperti aplikasi gopay,ovo.ternyata untuk refund dana yg sudah kita bayar perlu waktu 7-14 hari kerja.ini uang cash yg masuk keaplikasi anda bila 1 juta orang yg ditolak dan refund dengan proses selama itu berapa banyak uang yg bisa anda putar2 dulu. benar2 merugikan klien! auto kapok !!!",1,positive,negative,85,aplikasi alodokter daftar kedokter mata ditolak bayar 295000 ditolak dana otomatis langsung refund aplikasi gopayovoternyata refund dana bayar 714 kerjaini uang cash masuk keaplikasi 1 juta orang ditolak refund proses uang putar2 benar2 merugikan klien auto kapok,37
sangat terjangkau,5,neutral,positive,2,terjangkau,1
memberikan solusi pada pasien,5,negative,positive,4,solusi pasien,2
respon cepat dan penjelasan bagus,5,negative,positive,5,respon cepat penjelasan bagus,4
sangat puas,5,neutral,positive,2,puas,1
dokter kulit fatimah fitriani jelas detail.,5,neutral,positive,7,dokter kulit fatimah fitriani detail,5
",,,,, rf",2,positive,negative,6,rf,1
praktis tanpa harus keluar rumah .. terimakasih alodokter,5,positive,positive,8,praktis rumah terimakasih alodokter,4
"untuk konsultasi saya apresiasi penuh kinerja dari dokter nya, tapi sangat tidak disarankan untuk memesan obat via aloshop. sudah 1x24 jam, obat belum juga sampai (padahal disana sudah jelas menggunakan jasa pengiriman next day) sorry banget deh ",1,neutral,negative,42,konsultasi apresiasi penuh kinerja dokter disarankan memesan obat via aloshop 1x24 jam obat disana jasa pengiriman next day sorry deh,20
"sangat membantu untuk information kesehatan berkonsultasi dng dr ,terimakasih good luck",4,positive,positive,12,membantu information kesehatan berkonsultasi dng terimakasih good luck,8
apakah hernia boleh minum amoxilin /bencolan dikit pd kemaluan dan bisa sembuhgak,5,positive,positive,12,hernia minum amoxilin bencolan dikit pd kemaluan sembuhgak,8
puass bgt konsulnya,5,negative,positive,3,puass bgt konsulnya,3
sangat membantu,5,negative,positive,2,membantu,1
quick respon,5,neutral,positive,2,quick respon,2
okll,4,neutral,positive,1,okll,1
"udah saya bayar lalu saya bertanya terus gak ada respon gimana sih aplikasi ini , giliran di bayar cepat tiba jawaban gak ada respon ",1,neutral,negative,24,bayar respon gimana sih aplikasi giliran bayar cepat respon,9
sangat jelas... terbantu sekali,5,positive,positive,5,terbantu,1
"dokternya baik,ramah dan sopan banget",5,neutral,positive,7,dokternya baikramah sopan,3
terima kasih,5,neutral,positive,2,terima kasih,2
cepet respon nya udah gitu ramah dokter nya,5,positive,positive,8,cepet respon gitu ramah dokter,5
"respon dokter nya lama, katanya selalu sedia 24 jam",1,neutral,negative,10,respon dokter sedia 24 jam,5
cukup jelas,4,positive,positive,2,,0
manjur,5,neutral,positive,1,manjur,1
puas dan dokter spesialis kulit orang nya ramah dan baik. semoga sehat selalu dok dalam lindungan tuhan yesus kristus.,5,neutral,positive,21,puas dokter spesialis kulit orang ramah semoga sehat lindungan tuhan yesus kristus,12
terimakasih dok,5,neutral,positive,2,terimakasih,1
jh. i i.,4,positive,positive,5,jh i i,3
the besssttt,5,negative,positive,2,the besssttt,2
"baik,ramah,jawaban mudah d mgrti",5,neutral,positive,8,baikramahjawaban mudah d mgrti,4
gw bayar konsul ke dokter bukan ke mesin,1,neutral,negative,8,gw bayar konsul dokter mesin,5
cuma minus di responnya yg lwamaaaa bgtttt si nunggu dokternya...sampe 21 menit,4,neutral,positive,14,minus responnya lwamaaaa bgtttt si nunggu dokternyasampe 21 menit,9
jos,5,neutral,positive,1,jos,1
"sangat membatu ketika tengah malam,anak sakit.",5,negative,positive,9,membatu malamanak sakit,3
sangat bermanfaat terimakasih alodokter,4,positive,positive,4,bermanfaat terimakasih alodokter,3
respon cepat,5,neutral,positive,2,respon cepat,2
"sangat membantu,dan sangat puas",5,negative,positive,6,membantudan puas,2
bagus,5,neutral,positive,1,bagus,1
respon cepat,5,neutral,positive,2,respon cepat,2
sangat bermanfaat,5,negative,positive,2,bermanfaat,1
"masih mencoba , belum berhasil",3,positive,neutral,5,mencoba berhasil,2
2x konsultasi tapi gk pernah ada respon padahal saya udah bayar,1,neutral,negative,11,2x konsultasi gk respon bayar,5
nice app,5,negative,positive,2,nice app,2
dokter nya baik. dan respon nya cepat. mksh dokter,5,negative,positive,11,dokter respon cepat mksh dokter,5
mantab,5,neutral,positive,1,mantab,1
aplikasi ini sangat membantu bagi pasien yg hanya ingin konsultasi saja sebelum ke kunjungan ke dokter,5,positive,positive,16,aplikasi membantu pasien konsultasi kunjungan dokter,6
"pelayanan dokter cepet dan penjelasan lengkap, trimakasih alodokter",5,negative,positive,9,pelayanan dokter cepet penjelasan lengkap trimakasih alodokter,7
"terimakasih dokter, sangat membantu ",5,negative,positive,5,terimakasih dokter membantu,3
detail penjelasannya,5,neutral,positive,2,detail penjelasannya,2
layanan cepat,5,negative,positive,2,layanan cepat,2
mohon maaf saya kasih dua dulu. karena saya baru kenal. semoga amanah.,2,neutral,negative,15,mohon maaf kasih kenal semoga amanah,6
sangat membantu respon ceapt,5,positive,positive,4,membantu respon ceapt,3
mantap,5,negative,positive,1,mantap,1
sangat puas,5,neutral,positive,2,puas,1
"berkali kali sudah chat dokter berbeda di jawab seadanya tanpa penjelasan yang membuat sia2 , respon dokter seperti robot, blm sempat di jawab waktu sudah habis berulang kali verivikasi dan membayar menjadi sia sia tanpa jawaban",1,positive,negative,37,berkali kali chat dokter berbeda seadanya penjelasan sia2 respon dokter robot blm habis berulang kali verivikasi membayar sia sia,19
baik sekali,5,positive,positive,2,,0
sangat membantu sekali,5,negative,positive,3,membantu,1
sangat membantu banget,5,neutral,positive,3,membantu,1
aplikasi ini bagus sekali,5,negative,positive,4,aplikasi bagus,2
penjelasan dokter yang sangat membantu,5,positive,positive,5,penjelasan dokter membantu,3
trims,5,neutral,positive,1,trims,1
tolol tolol baru download mau chat suruh bayar sudah bayar terkontaminasi bukti bayar ada masih gk bisa chat juga malah disuruh bayar lagi kalau mau chat ,1,negative,negative,26,tolol tolol download chat suruh bayar bayar terkontaminasi bukti bayar gk chat disuruh bayar chat,15
sangat membantu,4,negative,positive,2,membantu,1
"balesnya ktnya 2 mnt tp lama bgt,tp penjelasan dktr bagus",3,negative,neutral,12,balesnya ktnya 2 mnt tp bgttp penjelasan dktr bagus,9
ini ko saya mau login pake goggle gk bisa2,1,neutral,negative,9,ko login pake goggle gk bisa2,6
mantap,5,negative,positive,1,mantap,1
obatnya gak dikirim kirim.kecewa saya,1,negative,negative,5,obatnya dikirim kirimkecewa,3
terima kasih,4,neutral,positive,2,terima kasih,2
sangat informatif,5,neutral,positive,2,informatif,1
jgn ada 9⁹⁹4s: 8q gua hy6 y udh trt ada yg ya,5,neutral,positive,13,jgn 9⁹⁹4s 8q gua hy6 y udh trt,8
nice,4,positive,positive,1,nice,1
dr. fitri sangat tanggap dan paham kondisi penyakit pasien. saya suka.,5,neutral,positive,13,fitri tanggap paham kondisi penyakit pasien suka,7
saya ramah dan jelas,5,positive,positive,4,ramah,1
"ibu dokter yang ramah,semoga selalu melayani dg swtulus hati",5,neutral,positive,11,dokter ramahsemoga melayani dg swtulus hati,6
kondultasi semua bayar,1,neutral,negative,3,kondultasi bayar,2
pelayanan dr. sangat buruk.. biasanya baik cuma untuk hari ini sangt mengecewakan. pejelasannya tidak sesuai dengan pertanyaan saya,1,neutral,negative,20,pelayanan buruk sangt mengecewakan pejelasannya sesuai,6
"cari masalah apa gimana,udah di download masih iklan..",1,negative,negative,11,cari gimanaudah download iklan,4
"dari sekian bnyak pertanyaan yg di jawab cuma 1, harus berulang2 tanya, tidak detail mnjelaskan, seperti mlas balas chat",4,positive,positive,22,sekian bnyak 1 berulang2 detail mnjelaskan mlas balas chat,9
