label,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
1,dbea8994-8673-40a9-9272-f0edadefc000,Endro Widodo,https://play-lh.googleusercontent.com/a-/ALV-UjWafBJDeKdCK5o7TujVI60K7a3xm1DRnBEZZ9KN4AjSPzI0zbbg,kalo bisa ada bpjs juga,3,0,5.5.2000,2023-05-17 5:03:19,,,5.5.2000
2,c33d2dfc-0cdf-4827-85e9-198bc2735edd,angga friza,https://play-lh.googleusercontent.com/a/ACg8ocIpis7yzSIez6VRzDse09bFmEthqKoQwiyoCoZg-SanvqZjdQ=mo,"buset lambat banget aplikasi ny lgi full trafic apa emng aplikasi sampah, padahal buka aplikasi lain lancar banget",1,13,6.4.2000,2024-03-16 13:02:31,"Alo, angga friza! Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu lami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com. -HR",2024-03-18 6:52:12,6.4.2000
2,6f841791-ae3e-42cb-af5a-4c3e43789642,Bg Feri,https://play-lh.googleusercontent.com/a/ACg8ocIQKBh1eyiENGVQidEcWTu7TMctNus2mijJCZ_j_9Ye-mdvAw=mo,apps tidak berfungsi. pendaftaran awal juga tidak bisa.. mohon di perbaiki,1,10,6.6.2000,2024-06-20 11:59:11,"Alo, Bg Feri! Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com. - RY",2024-06-24 8:02:19,6.6.2000
0,206a98e2-3d68-4fb2-8b68-d0b7770ddfba,Santy Geisca Tandyoga,https://play-lh.googleusercontent.com/a-/ALV-UjWjl9KT9kQMTfp97qKzkg0G-Jup--hgcEXim-fLDJp-a8gWJ5vH,penjelasan sangat akurat dan dokternya fast respon dan ramah,5,0,6.7.2000,2024-07-26 8:59:59,,,6.7.2000
2,df1c7a4c-e909-47e4-965d-e0d4ac336cd2,not cabe,https://play-lh.googleusercontent.com/a/ACg8ocKndEowWJtQ1pKnqxYuwiksMX5x1C6knltIJn9TMFftSNhV=mo,kode otp tdk bs di masukkan,1,1,6.4.2001,2024-03-30 13:16:54,"Alo, not cabe! Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com. -HR",2024-04-01 7:50:47,6.4.2001
0,e8077aa4-1595-4af2-ab53-91e93280ac37,Hasan Fadli,https://play-lh.googleusercontent.com/a-/ALV-UjUuoAQw5RjUEbhMPWE_sHI_K5g3o1gaN4r5aTSiSHth6fVpuuRV,sangat ramah dan membantu sekali,5,0,6.8.2000,2024-09-06 2:35:46,,,6.8.2000
1,0fcda6b5-4e6b-4e8e-b088-6ad89e025297,Amri M,https://play-lh.googleusercontent.com/a-/ALV-UjUqWeIpw2KZuENEHkStBl6P41qOEtB5w2G9gTEK1yNHlad_7sdG,tidak bisa login menggunakan no luar negri...,3,3,6.5.2000,2024-06-02 6:51:23,,,6.5.2000
2,44366ac6-c6bb-4a30-995c-8a66fb0658c6,Rendi Irawan,https://play-lh.googleusercontent.com/a/ACg8ocLZyOmaOGdy7axsjaGGt9B1aq4p40W8V34zfSTgHsT3SWEoyA=mo,di login nya nggk bisa masuk parah,1,0,6.5.2000,2024-06-13 7:53:43,"Alo, (Rendi Irawan)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-06-14 8:03:38,6.5.2000
2,3433cf8d-37fe-4471-9b5e-d7690e7a255a,Vyrda Cyndi Puspita,https://play-lh.googleusercontent.com/a-/ALV-UjVIhuOXO2dzSFLMb-CEiF1DfzxA1CbEUR-Tba9_5G9aQ9sShxU,"apaan..barusan chat ,katanya disuruh tunggu 8 menit. lah ini lama banget ,udah set.jam dan gak dijawab2 pdhl udah bayar juga. komplen ke customer service malah gak ada jawaban. jangan download aplikasi ini, jelek banget",1,0,6.8.2000,2024-09-05 13:39:37,"Alo, (Vyrda Cyndi Puspita)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-09-06 8:06:15,6.8.2000
1,642f46be-57e4-4a7d-ae6c-e47ae90120dd,Gigih Putra Giswara,https://play-lh.googleusercontent.com/a-/ALV-UjUDOUvMSknZ4aoFOXGYmByw-Smtxb3DdFLl1a_W-rEvnA_nQ8lE,kurang lengkap untuk info pcr area jawa tengah,3,0,3.3.2000,2021-07-20 19:51:17,,,3.3.2000
2,46b5d295-474a-42e2-905e-8d7b13b7caa7,Anita Purbasari,https://play-lh.googleusercontent.com/a-/ALV-UjWArn0vujGaOJBAILjavRmhB5D-mQkXW1MY4TG4X105fQPnSZdM,masa butuh obat sekarang dikirim 2-3 hari kemudian dan tidak dpt di cancel,1,0,6.8.2000,2024-08-22 11:55:40,"Alo, Anita Purbasari! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com",2024-08-23 8:03:51,6.8.2000
1,adf12fb3-e9d1-47b2-8101-0d14acebe2ea,Powen Kenneth,https://play-lh.googleusercontent.com/a/ACg8ocKCmqZG49fyAwK9XshembunxBrHGvQEeZwTsBClJmdvaV5GbA=mo,ga bisa dihubungi,3,0,,2022-03-22 22:52:43,,,
1,557bbc01-7f04-4151-acce-888e43ae43b2,Shoohibul Qur'aan,https://play-lh.googleusercontent.com/a-/ALV-UjVK0scTnYn4CEN_cC7cysUIXDItt4T-QXI_F3Ibsw9uMdK8KjQ3,"tolong perbaiki fitur berbagi file,jangan hanya foto mohon juga supaya bisa kirim file video,supaya dokter tau keadaan pasien, contoh pasien bayi sedang kejang dll",3,0,,2021-07-26 4:45:04,,,
2,b8f9fe24-08e2-4fc7-a96e-d40a72e25acb,Nami Nami,https://play-lh.googleusercontent.com/a-/ALV-UjWw1M1H3tn6aR9deXrs0VCPur83kf1b3Ssah0q9pjtkcmMMaU3t,"dokternya kaya males malesan gitu, lowres bahkan pasien sedang bercerita mengenai kronologi awal mula dia sakit punlangsung dipotong, obat nya juga asal asalan, cuma dikasih antibiotik 1 dan pereda nyeri 1 padahal sebelumnya di dokter lain ada 7 obat dan hasil nya dapat di prediksi ngga ada efek apapun bahkan bisa saja malah resistensi antibiotik klo asal asalan gini",1,6,6.7.2000,2024-08-05 14:49:59,"Alo, Nami Nami! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com

",2024-08-06 8:28:10,6.7.2000
2,00babece-20e3-4ab2-bdec-aee54d6ce145,Adrian Faris Parama,https://play-lh.googleusercontent.com/a-/ALV-UjUdhPNh-E9giCinaD7BlIsp08dhEjr5DNTbOJ_BltCCVUvrR3SO,harus ada sistem cancel dan refund agar jadi yang lebih baik,1,1,6.2.2000,2024-01-15 16:33:26,"Alo, Adrian Faris Parama! We do apologize for the inconvenience. For more information, do not hesitate to contact our customer service via WhatsApp at 081288880256 or email at support@alodokter.com.",2024-01-16 8:04:46,6.2.2000
0,de28e0c8-33cd-45fe-b5f5-91fe1a8fd28c,Septi Ratnasari,https://play-lh.googleusercontent.com/a-/ALV-UjVCFeWyqpKbnbxeiJMWa5XVBxA8e28jgxFruONnYEEjsXDnQSCt,membantu sekali saat dibutuhkan untuk konsultasi dokter. bisa 24 jam konsultasi dengan dokter mana pun dan spesialis apa pun. terima kasih alodokter ,5,22,6.7.2000,2024-08-13 21:37:51,,,6.7.2000
1,4ec77dc8-54ad-4cc7-a895-4a1201976a76,ONI TRESNIATI,https://play-lh.googleusercontent.com/a/ACg8ocLa8pMBZcAkyhH1-LGTkSdWS3Ky76MLCQ32eyJ310srTRFbBQ=mo,di usahakan pertanyaan di bolehkan lebih dari satu,3,0,3.8.2000,2021-12-12 8:16:01,,,3.8.2000
2,1b401b6d-ec18-4655-9515-5984fbae07b2,franky franky,https://play-lh.googleusercontent.com/a/ACg8ocLpO78s5K1m-ywP5ZKMrs40dRqxnjyBe1LeZbTelezzmXynSg=mo,"aplikasi brengsek. orang lagi sakit malah pesen obat dibatalkan melulu. chat apotek k24 kemanggisan katanya yg batalin aplikasi alodokter, chat alodokter katanya yang batalin apoteknya",1,0,6.8.2000,2024-09-03 6:16:04,"Alo, (franky franky)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-09-06 8:01:59,6.8.2000
0,aba30ea3-3a91-491d-a359-a6b5bd37421b,Vina Lay,https://play-lh.googleusercontent.com/a/ACg8ocI_M-Sf5STkpiF_FxKt0kJ399hJeX4HKD9gUhxl7YHcdMfUsQ=mo,dokternya sangat baik..informatif dan sangat memberkatiiii..,5,0,6.8.2000,2024-08-29 13:22:06,,,6.8.2000
1,07830ba1-613d-4b6e-874b-ff53e48ca137,Mar Dwi,https://play-lh.googleusercontent.com/a/ACg8ocKcmRbOpdzQ0MVMVsXJCcWH5jPw5ykL4lv3Zx9zmQAJRoZtZg=mo,cara pengobatannya bagaimana belum ada solusinya,3,0,3.9.2001,2022-01-28 3:40:04,,,3.9.2001
2,339f38ff-27e2-46ce-b8da-66b306213184,putra nanda,https://play-lh.googleusercontent.com/a/ACg8ocL1Zcrb_cS9id4lUCTCSflSdkrpFhL0PtiW-VPsYr3r5tEA6Q=mo,"underrated bayar mahal² gaada jawaban. kenapa harus lolos verification google play sih, sama aja scam ini",1,1,6.8.2000,2024-09-05 20:15:17,"Alo, (putra nanda)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-09-06 8:07:28,6.8.2000
