content,predicted_label
bagus sangat membantu sekali .,0
terima kasih semua para dokter sudah membantu menjawab pertanyaan saya,0
aplikasi nya sangat membantu,0
"maaf rating rendah, lebih baik tanya di internet semua jawaban tersedia, memang dokternya baik dan tanggap tp gimana ya.. bukan salah dokternya tp aplikasi berbayar ini kurang worth it... bisa jadi semua yg disarankan dokter sdh kita lakukan, kalau hanya chat saya rasa kurang pas, ujung2nya bingung mau chat apalagi karena kurang membantu, saya sarankan ke dokter langsung di kota anda masing2 lebih masuk akal... karena ujung2nya disuruh periksa ke dokter... salam sehat",2
aplikasinya sangat bagus dan respon dokternya juga bagus,0
sangat puas dengan pelayanan,0
bagus banget pelayananya,1
sangat membantu,0
aplikasi yang bagus dan responnya cepat ,0
cukup tau dgn melihat semua ulasan,1
pemeriksaannya cepat dan bisa memberikan resep utk mengatasinya jd kita tidak perlu pergi kedokter utk penyakit yg ringan,0
mantap,0
sangat membantu,0
dokter yg sangat ramah..god bless,0
respon dr nya sangat cepat dan memuaskan. sangat membantu di saat kondisi seperti ini.. terimakasih alodokter,0
"alhamdudlilah ada aflikasi alodokter,sangat membantu,respon cepat,untuk solusi kesehatan gabung sj di alodokter,recomen.",2
good,0
sangat membantu di saat urgent,0
"aplikasi apaan sih cuma bisa nakutin orang sakit aja, dokternya tamatan apa ? dia bilang sakit saya tidak. bissa sehat nyata udah sehat sekarang",2
"terbaikk dan sangat membantu masyarakat awam didunia kesehatan udahh jangan dilihat kebawah lagii,",0
mantap,0
"solusi konsultasi terbaik ditengah pandemi, terimakasih alodokter..",0
sagat baik,1
membantu sih tapi sekarang berbayar.,0
bermanfaat skaliiii,1
knapa gak bisa masuk masuk ya padahal no otp udh d masukin,1
sangat membntu,0
berguna banget aplikasinya di situasi begini,1
ramahhh,0
dokternya ramah,0
apa asam urat sama nyeri sendi penyakit yg sama apa obat yg baik,1
baru mau nyoba kalo bagus aku ksh bintang 5,1
sangat membantu,0
sangat membantu,0
top,1
ok sip,1
sangat membantu,0
ok,1
bagus sekali apk nya sangat membantu,0
sangat membantu orang yg sakit,0
sangat membantu.,0
baru pertama kali konsultasi ke dokter by online jawaban cukup lengkap dan jelas. tq.,0
makasih dok,1
bagus,1
ok,1
pertama pakai aplikasi ini sangat membantu sekali,0
terimakasih ,1
layanannya yang sangat baik,0
"dokter nya ramah, baik, balas chat juga cepat",0
sangat membantu,0
sangat membantu...,0
sangat memudahkan untuk mencari jawaban atas segala pertanyaan yang sedang menjadi keluhan kita. terima kasih aplikasi aloodokter dan dokter dokter yang berperan dalam aplikasinya. jawabannya juga sangat detail dan mudah di pahami.,0
dokternya ramah dan respon cepat,0
"aplikasi sangat buruk, telfon telfon terus sangat mengganggu. udah gitu yang telfon cengengesan jangan diinstal",2
penyampainya bagusss,0
membantu sekali,0
sebuah apk yg sangat membantu perihal pertanyaan seputar kesehatan,0
"aplikasi maling saya secara sepihak dipotong atm saya, kembalikan uang saya, saya sama keluarga uda susah jangan dibikin susah",2
dokternya baik penjelasan mendetail,0
bagus ada resep yg bisa dibeli diapotik,1
"ok banget,aq paling takut kalo harus berurusan langsung dengan dokter di rumah sakitdengan cara ini membantu",0
terimakasih buat alo dokter sudah memberikan solusi buat saya,1
"aplikasinya sangat bagus sekali bisa menambah wawasan,",0
sangat puas,1
hebad,0
cocok,1
wow,0
bagus membantu sekali,0
dok saya mau bertanya bapak saya jatuh duduk lalu tidak bisa jalan setiap malem sakitnya sampe ke kemaluannya dok,2
baik dan cepat dan ramah,0
saya kira gratis. ternyata berbayar. mending tanya langsung ke puskesmas atau rumah sakit terdekat :(,0
aplikasi keren dan sangat membantu,0
bagus dan membantu,0
saya lebih suka konsultasi ke alodok soalnya disini klo konsul gratis juga dokternya teliti banget bertanya² nya jelas jadi saya faham dan enak banget konsultasi disini konsultasi frivasi juga dokternya gak kepo langsung kasih saran dan obat yang baiknya,2
"ga online, ga offline tetap uang nomer satu",1
respon cepat dan tepat,0
"bantu repott yok,merasa di tipu berbulan-bulan gara2 sales yg minta bantuan buat menuhin targetnya,eh malah autodebit tanpa persetujuan dan penjelasan yg detail. cari duit sampe segininya bos?!",2
"bagaimana cara konsultasinya. saya jadi binggung ? katanya nyuruh bayar dulu baru buka konsultasi atau gimana ?. seharusnya kita konsultasi kesakitan kita bersama dokter tertuju terlebih dulu, barulah kita bisa lakukan transvering ke banking. kok ini malah di minta bayaran dulu di bank ?. pelayanan yg anda lakukan mepada sesama manusia di bumi ini, jika anda melayani dengan sepenuh hati anda maka berkat itu akan mengalir setiap waktu di dalam hidup anda di bumi ini dan terutama di akhirat.",2
sangat membantu dan respon cepat,0
mantap bener,0
membantu,0
aplikasinya ga di pake tp di atm terpotong trs,2
"mau tanya dsni ada kebocoran data kah,ko aneh y sy sdh lama g oke aplikasi alodoktor tiba2 tadi da tlpon dari pihak alodoktor...pas sy scroll komenan k bawah trnyta bkn sy aja yg d tlpon pihk alodoktor trnyta dah bnyk jg...tolong d perbaiki lagi sistem ny biar g da kebocoran data..dan td sy sdh komplen k customer alodoktor",2
respon cepat semoga membantu,0
terima kasih,1
membantu sekali,0
pelayanan dan respon sangat cepat dan saya sangat puas,0
respon dokter sangat cepat dan sangat membantu kami yg isoman. terima kasih dokter nurul falah dan semua dokter yg bertugas membantu kami semua. terima kasih alodokter.,0
"penjelasan dari dokter di alodokter sangat membantu sekali , thanks alodokter",0
toppppppppp pokoke.....,0
bagus sekali responnya,0
aplikasi ngga bener baru mulai cak uda mau byr 8500 aplikasi ini bukan membatu tapi merugikan sj belum dapat apa2 suda keluar uang dasar app matre mending unistal aja,2
penjelasan dokter memuaskan,1
dari lama sudah pake apk ini yg masih gratis eh skrng usah bayar . sudahlah kasian kami yg kismin ini,2
jelek,0
bintang 1 untuk aplikasi ini.. tanya kenapa? masa sih ga tau,2
lumayan,1
"suru masukan nomer ponsel ya kan untuk daftar...lah saya masukan nomer hp saya yang aktif..pas masukan ada tulisan gini ""silakan masukan nomer hp yang valid!"" kan bingung saya",2
sangat membantu,0
coba dulu,1
bagus pelayanan,1
